codice;pro_com;nome;nome_lower;PARTITO DEMOCRATICO;+EUROPA;ITALIA EUROPA INSIEME;CIVICA POPOLARE LORENZIN;LEGA;FORZA ITALIA;FRATELLI D'ITALIA CON GIORGIA MELONI;NOI CON L'ITALIA - UDC;MOVIMENTO 5 STELLE;LIBERI E UGUALI;POTERE AL POPOLO!;CASAPOUND ITALIA;IL POPOLO DELLA FAMIGLIA;PARTITO VALORE UMANO;ITALIA AGLI ITALIANI;10 VOLTE MEGLIO;PER UNA SINISTRA RIVOLUZIONARIA;PARTITO REPUBBLICANO ITALIANO - ALA;GRANDE NORD;BLOCCO NAZIONALE PER LE LIBERTA';ITALIA NEL CUORE;SIAMO;LISTA DEL POPOLO PER LA COSTITUZIONE;PATTO PER L'AUTONOMIA;RINASCIMENTO MIR;PARTITO COMUNISTA;AUTODETERMINATZIONE;POUR TOUS PER TUTTI PE TCHEUT;PD-UV-UVP-EPAV;RISPOSTA CIVICA;FI -FRAT. D'IT. -MOV.NUOVA VALLE D'AOSTA;SVP - PATT;Total;CSIN;CSINPIU;CDES;PARTITO DEMOCRATICO 2013;FORZA ITALIA 2013;LEGA 2013;MOVIMENTO 5 STELLE 2013
06120570220;18024;BRONI;Broni;884;81;11;13;1353;831;177;28;868;140;23;68;6;0;37;9;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4551;989;1129;2389;1591;1246;577;936
06120570230;18025;CALVIGNANO;Calvignano;10;3;0;0;19;12;3;0;14;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;13;15;34;18;16;7;16
06120570240;18026;CAMPOSPINOSO;Campospinoso;109;8;2;0;162;97;19;4;118;12;7;6;3;0;10;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;119;131;282;162;124;50;144
06120570260;18028;CANEVINO;Canevino;8;0;0;0;16;11;16;0;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;8;10;43;12;18;9;7
06120570270;18029;CANNETO PAVESE;Canneto Pavese;165;21;5;1;195;114;27;2;161;23;4;14;4;0;14;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;753;192;215;338;253;189;78;169
06120570290;18031;CASANOVA LONATI;Casanova Lonati;52;4;1;0;66;40;13;3;46;10;1;3;2;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;57;67;122;87;64;30;46
06120570300;18032;CASATISMA;Casatisma;94;9;0;1;184;98;20;1;80;7;1;9;3;0;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516;104;111;303;142;167;54;94
06120570340;18036;CASTANA;Castana;82;7;0;0;133;68;32;0;80;10;0;7;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422;89;99;233;128;115;56;81
06120570350;18037;CASTEGGIO;Casteggio;735;64;6;6;947;713;151;16;577;52;22;45;12;0;19;2;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3382;811;863;1827;1092;1039;356;728
06120570390;18041;CAVA MANARA;Cava Manara;840;76;11;20;973;530;175;8;786;84;24;42;7;0;34;4;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3628;947;1031;1686;1274;811;367;1005
06120570391;18042;CECIMA;Cecima;17;2;0;0;39;37;4;0;34;3;0;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;19;22;80;31;50;13;40
06120570400;18043;CERANOVA;Ceranova;161;15;1;3;274;179;38;5;421;24;5;15;3;0;11;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1164;180;204;496;236;284;64;387
06120570430;18046;CERTOSA DI PAVIA;Certosa di Pavia;534;69;4;4;722;382;97;14;818;127;21;38;13;0;13;4;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2873;611;738;1215;871;586;263;841
06120570450;18048;CHIGNOLO PO;Chignolo Po;277;35;13;1;672;311;65;10;422;64;23;14;4;0;17;1;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1939;326;390;1058;506;553;316;434
06120570460;18049;CIGOGNOLA;Cigognola;124;11;2;1;234;146;15;12;159;38;4;13;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;766;138;176;407;258;226;92;181
06120570480;18051;CODEVILLA;Codevilla;91;13;1;1;196;103;28;6;133;13;1;15;1;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609;106;119;333;144;176;78;137
06120570500;18053;COPIANO;Copiano;140;13;0;2;298;193;29;5;215;14;0;10;0;0;25;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;953;155;169;525;260;315;99;233
06120570531;18192;CORTEOLONA E GENZONE;Corteolona e Genzone;237;10;3;3;357;225;43;10;285;28;6;36;8;0;8;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1268;253;281;635;-;-;-;-
06120570540;18057;CORVINO SAN QUIRICO;Corvino San Quirico;101;12;1;1;179;112;23;5;126;17;2;7;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592;115;132;319;185;164;77;149
06120570550;18058;COSTA DE' NOBILI;Costa de' Nobili;29;0;0;1;46;41;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;30;30;91;-;-;-;-
06120570570;18060;CURA CARPIGNANO;Cura Carpignano;393;62;9;4;844;391;107;6;747;77;23;48;3;0;25;5;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2759;468;545;1348;592;603;235;752
06120570600;18063;FILIGHERA;Filighera;81;6;0;0;149;74;21;2;77;6;1;4;2;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;87;93;246;116;134;50;97
06120570610;18064;FORTUNAGO;Fortunago;46;1;0;0;55;35;6;1;38;6;3;2;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;47;53;97;56;60;17;25
06120570680;18071;GERENZAGO;Gerenzago;93;5;1;1;242;200;20;6;188;19;0;5;1;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;788;100;119;468;137;272;95;194
06120570690;18072;GIUSSAGO;Giussago;549;54;2;9;795;400;80;3;827;69;17;36;14;0;27;2;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2900;614;683;1278;818;640;278;767
06120570700;18073;GODIASCO SALICE TERME;Godiasco Salice Terme;282;49;8;2;555;350;87;17;354;35;11;40;2;0;17;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1822;341;376;1009;-;-;-;-
06120570710;18074;GOLFERENZO;Golferenzo;14;2;0;0;31;21;16;0;21;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;16;19;68;20;31;5;13
06120570740;18077;INVERNO E MONTELEONE;Inverno e Monteleone;119;18;2;0;279;162;38;3;166;14;4;8;1;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;821;139;153;482;160;259;92;185
06120570750;18078;LANDRIANO;Landriano;640;57;6;8;943;484;120;16;1002;48;27;27;10;0;31;2;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3434;711;759;1563;912;730;370;1015
06120570770;18080;LARDIRAGO;Lardirago;128;15;1;2;175;110;25;3;150;9;4;10;3;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;644;146;155;313;180;171;61;169
06120570780;18081;LINAROLO;Linarolo;224;27;2;3;462;217;52;4;345;54;7;27;5;0;6;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1446;256;310;735;432;364;181;371
06120570790;18082;LIRIO;Lirio;6;0;0;0;23;11;3;0;17;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;6;6;37;13;17;13;19
06120570820;18085;MAGHERNO;Magherno;133;16;0;1;304;171;24;6;196;15;10;7;3;0;10;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;904;150;165;505;220;273;121;234
06120570830;18086;MARCIGNAGO;Marcignago;242;29;12;0;413;220;48;7;341;50;2;19;5;0;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1398;283;333;688;437;344;148;350
06120570840;18087;MARZANO;Marzano;112;13;2;4;223;137;23;9;234;14;9;5;1;0;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;797;131;145;392;178;165;110;260
06120570860;18089;MENCONICO;Menconico;29;0;0;2;78;19;4;0;33;3;3;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;31;34;101;72;43;29;38
06120570890;18092;MEZZANINO;Mezzanino;135;17;5;3;259;135;27;1;168;17;4;19;4;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;160;177;422;256;214;123;163
06120570900;18093;MIRADOLO TERME;Miradolo Terme;309;28;6;6;683;395;83;9;425;35;5;25;1;0;22;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2036;349;384;1170;380;559;297;446
06120570910;18094;MONTALTO PAVESE;Montalto Pavese;84;12;0;1;128;72;17;2;99;17;3;2;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443;97;114;219;167;124;72;98
06120570930;18096;MONTECALVO VERSIGGIA;Montecalvo Versiggia;60;6;0;1;78;42;11;2;31;8;4;9;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;67;75;133;74;62;27;47
06120570940;18097;MONTESCANO;Montescano;42;3;0;0;99;70;16;0;47;8;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291;45;53;185;86;101;43;66
06120570950;18098;MONTESEGALE;Montesegale;35;3;2;0;42;35;4;0;29;5;1;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;40;45;81;46;50;11;28
06120570960;18099;MONTICELLI PAVESE;Monticelli Pavese;40;4;1;0;146;61;23;1;34;11;3;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329;45;56;231;88;131;49;48
06120570970;18100;MONTU' BECCARIA;Montù Beccaria;138;18;2;0;279;246;46;3;144;18;4;21;3;0;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;937;158;176;574;-;-;-;-
06120570980;18101;MORNICO LOSANA;Mornico Losana;68;9;2;1;121;55;17;0;69;6;5;4;2;0;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;80;86;193;91;85;62;62
06120571020;18105;OLIVA GESSI;Oliva Gessi;22;2;0;1;30;17;3;2;25;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;25;25;52;26;23;22;21
06120571070;18110;PAVIA;Pavia;9286;2254;289;191;7518;6424;1466;323;6381;1469;438;469;183;0;185;122;133;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37160;12020;13489;15731;12984;8471;3901;7485
06120571080;18111;PIETRA DE' GIORGI;Pietra de' Giorgi;64;9;0;1;126;83;27;1;100;12;1;9;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436;74;86;237;-;-;-;-
06120571110;18114;PIEVE PORTO MORONE;Pieve Porto Morone;194;14;4;2;524;269;57;7;268;21;7;18;1;0;20;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1410;214;235;857;327;452;283;313
06120571120;18115;PINAROLO PO;Pinarolo Po;266;19;0;3;279;135;30;1;235;33;9;7;1;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;288;321;445;454;190;84;276
06120571140;18117;PONTE NIZZA;Ponte Nizza;72;13;1;1;133;69;14;3;87;6;3;11;2;0;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423;87;93;219;106;133;64;95
06120571150;18118;PORTALBERA;Portalbera;181;14;2;2;278;132;47;12;166;19;4;7;1;0;9;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;882;199;218;469;278;208;92;212
06120571161;18119;REA;Rea;42;1;1;0;66;37;9;1;58;4;0;2;0;0;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;44;48;113;95;63;27;55
06120571170;18120;REDAVALLE;Redavalle;96;5;3;1;141;104;28;4;109;20;9;10;2;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539;105;125;277;197;184;62;86
06120571180;18121;RETORBIDO;Retorbido;114;22;5;3;224;146;45;8;204;17;6;22;2;0;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;829;144;161;423;178;240;72;210
06120571190;18122;RIVANAZZANO TERME;Rivanazzano Terme;459;80;9;9;819;491;122;25;665;53;11;60;6;0;21;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2840;557;610;1457;-;-;-;-
06120571210;18124;ROBECCO PAVESE;Robecco Pavese;53;10;0;0;103;56;19;2;69;6;5;5;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;63;69;180;104;107;41;93
06120571220;18125;ROCCA DE' GIORGI;Rocca de' Giorgi;4;1;0;0;7;3;2;0;10;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;5;5;12;-;-;-;-
06120571230;18126;ROCCA SUSELLA;Rocca Susella;18;5;0;0;36;24;7;1;23;2;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;23;25;68;26;47;13;32
06120571240;18127;ROGNANO;Rognano;41;14;1;0;90;64;16;1;132;11;1;7;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383;56;67;171;71;85;23;128
06120571250;18128;ROMAGNESE;Romagnese;86;6;0;0;102;68;15;2;26;11;6;1;1;0;5;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;92;103;187;132;102;46;40
06120571260;18129;RONCARO;Roncaro;99;21;2;3;176;140;32;2;287;15;5;10;6;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;802;125;140;350;157;190;60;265
06120571280;18131;ROVESCALA;Rovescala;78;11;0;6;136;66;24;3;71;10;4;4;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422;95;105;229;150;141;60;82
06120571290;18132;RUINO;Ruino;66;11;0;0;131;96;26;1;59;10;1;7;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;77;87;254;124;148;76;61
06120571300;18133;SAN CIPRIANO PO;San Cipriano Po;38;1;3;0;80;46;10;0;53;1;0;2;2;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;42;43;136;53;79;23;50
06120571310;18134;SAN DAMIANO AL COLLE;San Damiano al Colle;100;8;0;1;98;78;39;1;38;9;1;2;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;109;118;216;125;124;39;53
06120571320;18135;SAN GENESIO ED UNITI;San Genesio ed Uniti;497;93;12;6;698;302;102;24;540;80;29;25;14;0;14;4;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2447;608;688;1126;684;452;343;566
06120571340;18137;SAN MARTINO SICCOMARIO;San Martino Siccomario;720;106;10;6;829;550;125;14;780;107;47;55;10;0;26;6;13;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3408;842;949;1518;1096;735;296;819
06120571360;18139;SANTA CRISTINA E BISSONE;Santa Cristina e Bissone;208;12;5;2;337;193;48;11;224;24;2;6;1;0;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1084;227;251;589;328;295;134;210
06120571370;18140;SANTA GIULETTA;Santa Giuletta;161;21;0;1;281;127;48;5;125;28;6;18;0;0;13;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840;183;211;461;328;230;93;170
06120571380;18141;SANT'ALESSIO CON VIALONE;Sant'Alessio con Vialone;88;7;1;1;127;85;28;3;170;6;2;8;2;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536;97;103;243;-;-;-;-
06120571390;18142;SANTA MARGHERITA DI STAFFORA;Santa Margherita di Staffora;66;1;0;1;87;36;2;5;41;10;0;5;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;68;78;130;87;81;23;51
06120571400;18143;SANTA MARIA DELLA VERSA;Santa Maria della Versa;211;30;1;0;394;209;78;7;179;19;7;22;3;0;13;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1177;242;261;688;348;355;142;244
06120571420;18145;SAN ZENONE AL PO;San Zenone al Po;59;6;0;1;79;61;2;1;50;8;1;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;66;74;143;74;78;42;51
06120571470;18150;SIZIANO;Siziano;653;79;13;7;806;480;124;18;1011;100;25;31;7;0;16;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3380;752;852;1428;980;754;255;931
06120571490;18152;SPESSA;Spessa;39;12;0;0;90;76;11;0;60;5;1;8;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;51;56;177;62;123;32;71
06120571500;18153;STRADELLA;Stradella;1273;127;34;21;1603;1123;317;23;1208;245;28;74;9;0;53;16;21;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6181;1455;1700;3066;2146;1555;651;1268
06120571520;18155;TORRAZZA COSTE;Torrazza Coste;146;17;1;3;290;208;48;6;207;15;13;12;4;0;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;980;167;182;552;229;330;97;231
06120571540;18157;TORRE D'ARESE;Torre d'Arese;59;3;0;0;127;93;16;4;117;7;1;8;8;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447;62;69;240;-;-;-;-
06120571550;18158;TORRE DE' NEGRI;Torre de' Negri;31;1;0;0;64;30;2;3;30;9;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;32;41;99;-;-;-;-
06120571570;18160;TORREVECCHIA PIA;Torrevecchia Pia;265;20;5;1;473;284;36;20;570;37;35;22;9;0;9;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1791;291;328;813;443;475;146;601
06120571580;18161;TORRICELLA VERZATE;Torricella Verzate;99;14;1;2;180;60;13;2;86;16;3;9;1;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;116;132;255;168;115;68;125
06120571590;18162;TRAVACO' SICCOMARIO;Travacò Siccomario;628;118;8;8;680;390;111;10;539;76;26;37;8;0;16;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2671;762;838;1191;-;-;-;-
06120571600;18163;TRIVOLZIO;Trivolzio;193;22;4;1;400;209;37;8;330;30;4;16;3;0;4;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1272;220;250;654;266;312;158;341
06120571630;18166;VAL DI NIZZA;Val di Nizza;53;4;0;0;111;52;10;7;69;13;2;4;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;57;70;180;128;102;43;70
06120571660;18169;VALLE SALIMBENE;Valle Salimbene;152;17;5;1;260;145;43;3;202;18;8;24;0;0;6;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;888;175;193;451;274;210;117;211
06120571661;18170;VALVERDE;Valverde;48;2;0;1;36;24;4;1;36;5;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;51;56;65;580;1268;1;1698
06120571670;18171;VARZI;Varzi;333;36;1;4;547;226;58;10;368;34;10;24;1;0;12;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1669;374;408;841;609;375;195;422
06120571690;18173;VELLEZZO BELLINI;Vellezzo Bellini;278;32;2;7;467;292;54;6;530;41;6;19;3;0;12;2;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1760;319;360;819;375;422;146;526
06120571700;18174;VERRETTO;Verretto;38;4;0;0;89;45;9;0;34;2;4;5;2;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;42;44;143;62;68;25;54
06120571710;18175;VERRUA PO;Verrua Po;104;9;1;2;259;129;28;1;155;14;5;2;0;0;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;116;130;417;171;240;94;184
06120571720;18176;VIDIGULFO;Vidigulfo;444;46;6;6;942;548;110;13;1141;55;21;30;12;0;26;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3404;502;557;1613;743;774;320;1022
06120571760;18180;VILLANTERIO;Villanterio;259;34;2;1;518;327;65;7;303;23;2;10;6;0;33;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1597;296;319;917;388;513;204;310
06120571770;18181;VISTARINO;Vistarino;82;13;1;2;272;173;31;1;159;6;8;5;7;0;10;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;775;98;104;477;145;259;122;175
06120571790;18183;VOLPARA;Volpara;4;3;0;1;30;20;12;0;10;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;8;9;62;11;19;9;15
06120571800;18184;ZAVATTARELLO;Zavattarello;97;8;2;1;171;107;29;1;74;13;2;5;2;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519;108;121;308;176;149;78;99
06120571810;18185;ZECCONE;Zeccone;179;13;2;1;332;134;35;2;229;20;2;11;7;0;19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;195;215;503;225;234;110;276
06120571830;18187;ZENEVREDO;Zenevredo;31;5;0;0;91;66;11;0;62;7;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;36;43;168;74;88;30;61
06120571840;18188;ZERBO;Zerbo;56;2;0;0;81;33;13;1;31;6;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;58;64;128;103;64;36;51
06130490500;15050;CARPIANO;Carpiano;396;64;5;2;501;276;85;6;707;42;12;28;4;0;23;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2161;467;509;868;592;482;141;692
06130490710;15071;CERRO AL LAMBRO;Cerro al Lambro;714;83;16;5;660;391;105;11;752;102;18;26;21;0;10;8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2927;818;920;1167;1049;673;228;685
06130490820;15082;COLTURANO;Colturano;205;20;3;7;321;138;41;8;346;27;12;22;3;0;8;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1165;235;262;508;283;245;86;342
06130491000;15101;DRESANO;Dresano;365;62;9;6;421;268;88;13;481;45;6;12;4;0;10;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;442;487;790;505;422;157;461
06130491380;15139;MEDIGLIA;Mediglia;1131;162;28;20;1432;971;300;104;1873;170;52;63;42;0;47;10;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6425;1341;1511;2807;1662;1592;452;1744
06130491390;15140;MELEGNANO;Melegnano;2393;300;48;55;1941;1250;461;47;2096;354;78;58;20;0;42;12;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9183;2796;3150;3699;3145;1913;682;1952
06130491680;15169;PAULLO;Paullo;1278;104;16;39;1418;835;299;29;1656;145;159;38;17;0;44;34;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6123;1437;1582;2581;1828;1388;566;1490
06130491900;15191;SAN COLOMBANO AL LAMBRO;San Colombano al Lambro;653;98;12;14;1267;706;188;16;894;72;36;23;15;0;27;11;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4043;777;849;2177;914;1253;486;825
06130492010;15202;SAN ZENONE AL LAMBRO;San Zenone al Lambro;401;61;5;6;639;372;109;13;707;60;14;32;16;0;15;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2458;473;533;1133;661;556;179;726
06130492210;15222;TRIBIANO;Tribiano;327;54;2;2;424;214;168;7;747;45;15;12;2;0;7;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2034;385;430;813;498;371;143;670
06130492420;15244;VIZZOLO PREDABISSI;Vizzolo Predabissi;578;58;20;7;521;379;83;13;637;66;27;24;9;0;19;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2447;663;729;996;808;585;120;605
06130990010;98001;ABBADIA CERRETO;Abbadia Cerreto;49;1;0;0;67;23;4;1;31;4;0;1;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;50;54;95;49;63;23;23
06130990020;98002;BERTONICO;Bertonico;158;12;1;0;187;77;20;5;89;25;3;3;7;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;597;171;196;289;249;138;72;123
06130990030;98003;BOFFALORA D'ADDA;Boffalora d'Adda;166;9;5;1;295;112;31;6;274;31;6;4;2;0;4;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;952;181;212;444;-;-;-;-
06130990040;98004;BORGHETTO LODIGIANO;Borghetto Lodigiano;411;14;2;6;810;363;64;11;456;38;37;12;8;0;25;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2271;433;471;1248;627;655;414;413
06130990050;98005;BORGO SAN GIOVANNI;Borgo San Giovanni;134;17;0;2;357;183;41;44;376;21;15;9;7;0;10;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1220;153;174;625;278;360;87;298
06130990060;98006;BREMBIO;Brembio;395;16;0;8;394;198;32;4;293;25;28;9;12;0;11;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1436;419;444;628;541;288;147;297
06130990080;98008;CASALETTO LODIGIANO;Casaletto Lodigiano;240;30;4;2;522;223;54;1;487;31;9;11;9;0;16;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1647;276;307;800;403;437;153;436
06130990090;98009;CASALMAIOCCO;Casalmaiocco;346;51;6;5;517;234;78;19;461;43;15;24;6;0;9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1818;408;451;848;494;423;147;466
06130990100;98010;CASALPUSTERLENGO;Casalpusterlengo;1990;176;28;15;2397;1049;268;59;1674;192;59;84;22;0;39;7;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8075;2209;2401;3773;2798;1635;928;1693
06130990110;98011;CASELLE LANDI;Caselle Landi;118;14;0;2;336;154;29;5;220;20;4;18;9;0;11;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;946;134;154;524;197;311;113;247
06130990120;98012;CASELLE LURANI;Caselle Lurani;237;20;5;1;441;218;48;3;415;30;12;26;7;0;17;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1490;263;293;710;390;415;110;452
06130990125;98062;CASTELGERUNDO;Castelgerundo;161;28;2;3;273;144;27;5;204;18;2;10;6;0;6;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;894;194;212;449;-;-;-;-
06130990130;98013;CASTELNUOVO BOCCA D'ADDA;Castelnuovo Bocca d'Adda;126;25;11;2;343;127;36;4;191;21;5;10;6;0;11;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;927;164;185;510;-;-;-;-
06130990140;98014;CASTIGLIONE D'ADDA;Castiglione d'Adda;551;35;6;5;874;316;96;20;675;65;25;26;12;0;24;4;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2745;597;662;1306;-;-;-;-
