codice;pro_com;nome;nome_lower;PARTITO DEMOCRATICO;+EUROPA;ITALIA EUROPA INSIEME;CIVICA POPOLARE LORENZIN;LEGA;FORZA ITALIA;FRATELLI D'ITALIA CON GIORGIA MELONI;NOI CON L'ITALIA - UDC;MOVIMENTO 5 STELLE;LIBERI E UGUALI;POTERE AL POPOLO!;CASAPOUND ITALIA;IL POPOLO DELLA FAMIGLIA;PARTITO VALORE UMANO;ITALIA AGLI ITALIANI;10 VOLTE MEGLIO;PER UNA SINISTRA RIVOLUZIONARIA;PARTITO REPUBBLICANO ITALIANO - ALA;GRANDE NORD;BLOCCO NAZIONALE PER LE LIBERTA';ITALIA NEL CUORE;SIAMO;LISTA DEL POPOLO PER LA COSTITUZIONE;PATTO PER L'AUTONOMIA;RINASCIMENTO MIR;PARTITO COMUNISTA;AUTODETERMINATZIONE;POUR TOUS PER TUTTI PE TCHEUT;PD-UV-UVP-EPAV;RISPOSTA CIVICA;FI -FRAT. D'IT. -MOV.NUOVA VALLE D'AOSTA;SVP - PATT;Total;CSIN;CSINPIU;CDES;PARTITO DEMOCRATICO 2013;FORZA ITALIA 2013;LEGA 2013;MOVIMENTO 5 STELLE 2013
01220811415;1316;MAPPANO;Mappano;852;107;12;14;916;514;147;15;1486;142;36;45;15;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4309;985;1127;1592;-;-;-;-
01220811420;1144;MARENTINO;Marentino;170;39;4;7;176;103;22;6;193;39;5;8;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;779;220;259;307;165;149;64;263
01220811460;1148;MAZZE';Mazzè;503;83;8;6;640;258;81;17;635;78;27;32;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2385;600;678;996;-;-;-;-
01220811510;1153;MOMBELLO DI TORINO;Mombello di Torino;50;13;1;2;58;36;9;2;67;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;66;74;105;67;40;3;71
01220811560;1158;MONTALDO TORINESE;Montaldo Torinese;90;36;1;1;105;59;14;0;117;18;10;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457;128;146;178;104;86;20;130
01220811590;1161;MONTANARO;Montanaro;644;86;12;13;618;313;95;41;831;125;66;44;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2909;755;880;1067;891;505;131;953
01220811600;1162;MONTEU DA PO;Monteu da Po;84;16;0;4;119;49;7;0;135;19;10;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;104;123;175;115;129;23;132
01220811610;1163;MORIONDO TORINESE;Moriondo Torinese;80;18;2;1;142;98;20;4;140;10;7;8;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;535;101;111;264;93;106;49;160
01220811760;1180;PAVAROLO;Pavarolo;129;46;6;3;173;81;17;1;146;16;10;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;640;184;200;272;142;124;38;210
01220811880;1192;PINO TORINESE;Pino Torinese;1416;489;34;31;862;854;252;60;730;185;59;34;23;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5039;1970;2155;2028;1245;1116;219;1002
01220812050;1213;RIVALBA;Rivalba;189;41;4;4;175;52;37;3;146;23;6;9;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;704;238;261;267;189;119;40;182
01220812070;1215;RIVA PRESSO CHIERI;Riva presso Chieri;524;84;9;16;666;315;109;10;864;54;12;29;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2717;633;687;1100;500;516;132;887
01220812160;1225;RONDISSONE;Rondissone;139;21;1;10;295;168;39;16;296;18;6;12;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1033;171;189;518;189;280;56;327
01220812270;1236;SAN BENIGNO CANAVESE;San Benigno Canavese;674;76;23;14;689;435;118;20;1073;100;27;30;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3307;787;887;1262;845;629;144;1123
01220812390;1249;SAN MAURO TORINESE;San Mauro Torinese;2597;676;47;39;2347;1278;421;103;2908;537;159;98;40;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11278;3359;3896;4149;3482;2047;422;3385
01220812420;1252;SAN RAFFAELE CIMENA;San Raffaele Cimena;371;55;12;7;406;249;52;9;444;81;13;9;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1716;445;526;716;490;454;85;541
01220812430;1253;SAN SEBASTIANO DA PO;San Sebastiano da Po;230;46;4;11;230;160;41;12;280;34;10;10;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1075;291;325;443;318;241;50;357
01220812520;1262;SCIOLZE;Sciolze;178;48;1;2;205;122;26;5;189;27;6;7;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;828;229;256;358;179;184;44;260
01220812550;1265;SETTIMO TORINESE;Settimo Torinese;5961;720;82;113;5032;2667;690;96;9796;1234;309;209;97;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27071;6876;8110;8485;9674;4244;639;9596
01220812630;1273;TORRAZZA PIEMONTE;Torrazza Piemonte;244;37;10;7;343;247;62;17;543;51;8;24;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1602;298;349;669;429;375;60;501
01220812800;1293;VEROLENGO;Verolengo;494;66;10;8;700;368;101;104;808;68;24;59;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2829;578;646;1273;710;671;116;977
01220812810;1294;VERRUA SAVOIA;Verrua Savoia;114;44;6;1;191;108;28;5;216;35;27;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;782;165;200;332;167;181;54;278
01220812900;1304;VILLAREGGIA;Villareggia;142;25;0;6;129;96;25;6;123;22;7;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;173;195;256;173;131;25;160
01220813000;1314;VOLPIANO;Volpiano;1734;263;33;31;1754;1051;255;36;2890;291;70;83;29;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8544;2061;2352;3096;2230;1714;301;2972
01230810020;1002;AIRASCA;Airasca;422;49;6;4;393;212;63;9;741;66;12;19;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018;481;547;677;519;389;40;821
01230810480;1048;CAMBIANO;Cambiano;792;170;7;15;681;493;124;34;1098;95;26;37;21;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3597;984;1079;1332;997;669;131;1218
01230810510;1051;CANDIOLO;Candiolo;695;133;16;17;624;343;94;18;1199;111;27;34;34;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3351;861;972;1079;904;553;92;1338
01230810570;1058;CARIGNANO;Carignano;1002;189;26;23;1132;714;182;29;1291;172;66;51;39;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4934;1240;1412;2057;1238;996;276;1453
01230810580;1059;CARMAGNOLA;Carmagnola;2595;491;47;48;3599;2227;527;85;4426;380;204;146;130;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14958;3181;3561;6438;3469;3429;666;4908
01230810640;1065;CASTAGNOLE PIEMONTE;Castagnole Piemonte;224;27;1;3;308;169;57;7;325;52;5;17;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1211;255;307;541;241;270;67;430
01230810690;1071;CERCENASCO;Cercenasco;194;39;2;3;261;133;33;6;268;33;5;10;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;997;238;271;433;240;232;44;316
01230811210;1123;ISOLABELLA;Isolabella;61;4;0;1;53;23;7;0;69;3;1;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;66;69;83;52;43;14;69
01230811250;1127;LA LOGGIA;La Loggia;802;134;29;14;1004;628;191;22;2043;146;30;52;27;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5131;979;1125;1845;1226;1092;126;2176
01230811340;1136;LOMBRIASCO;Lombriasco;111;13;1;19;175;98;22;3;107;15;2;6;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576;144;159;298;112;194;25;156
01230811540;1156;MONCALIERI;Moncalieri;6561;1530;122;127;5803;4010;1255;157;8406;1079;311;274;210;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29923;8340;9419;11225;9020;6297;1124;9980
01230811620;1164;NICHELINO;Nichelino;5118;642;148;79;4588;2845;755;223;9814;961;314;209;138;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25888;5987;6948;8411;8325;4772;534;10343
01230811650;1168; ;None;801;88;21;16;888;555;119;16;1569;192;30;40;29;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4369;926;1118;1578;1226;909;175;1610
01230811710;1174;OSASIO;Osasio;83;4;3;1;198;82;24;2;142;9;4;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;559;91;100;306;67;164;46;173
01230811740;1178;PANCALIERI;Pancalieri;180;16;2;10;347;187;48;6;215;10;6;12;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044;208;218;588;178;278;85;277
01230811790;1183;PECETTO TORINESE;Pecetto Torinese;564;225;17;13;499;369;111;22;418;87;21;9;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2378;819;906;1001;535;567;146;581
01230811890;1193;PIOBESI TORINESE;Piobesi Torinese;469;111;10;6;440;311;69;14;646;66;24;22;31;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2227;596;662;834;458;436;103;813
01230811930;1197;POIRINO;Poirino;1004;178;10;23;1526;827;217;30;1754;150;31;59;44;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5864;1215;1365;2600;1217;1396;365;1961
01230811980;1203;PRALORMO;Pralormo;209;17;1;8;272;170;57;11;217;20;6;8;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1033;235;255;510;198;264;84;277
01230812470;1257;SANTENA;Santena;1165;193;16;20;1191;871;170;68;1901;183;61;52;45;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5962;1394;1577;2300;1579;1177;255;2189
01230812500;1260;SCALENGHE;Scalenghe;277;32;9;7;553;297;57;7;517;52;9;15;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1850;325;377;914;350;499;156;604
01230812690;1280;TROFARELLO;Trofarello;1422;298;33;21;1261;656;226;42;2056;253;94;58;37;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6474;1774;2027;2185;1984;1079;220;2073
01230812860;1299;VIGONE;Vigone;384;104;10;4;775;528;145;16;714;59;23;20;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2801;502;561;1464;543;767;197;832
01230812940;1308;VILLASTELLONE;Villastellone;622;125;2;2;433;276;112;13;822;89;31;38;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2585;751;840;834;836;400;119;909
01230812950;1309;VINOVO;Vinovo;1814;344;32;31;1640;1152;323;31;2666;240;59;83;57;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8487;2221;2461;3146;2187;1751;270;2973
01230812960;1310;VIRLE PIEMONTE;Virle Piemonte;119;20;2;2;223;74;18;4;171;22;5;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669;143;165;319;147;152;66;185
01230813010;1315;VOLVERA;Volvera;838;107;15;8;903;598;152;17;1998;147;32;86;32;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4952;968;1115;1670;1143;1021;144;1999
01240810060;1006;ALMESE;Almese;661;148;10;8;636;438;151;9;1385;141;59;30;34;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3731;827;968;1234;726;594;142;1656
01240810110;1011;ANGROGNA;Angrogna;81;23;0;2;71;43;7;2;101;43;26;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405;106;149;123;102;64;15;141
01240810130;1013;AVIGLIANA;Avigliana;1370;258;34;22;1300;957;240;33;2419;265;128;66;52;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7183;1684;1949;2530;1504;1304;295;2970
01240810220;1022;BARDONECCHIA;Bardonecchia;284;82;10;6;509;279;109;20;301;40;7;61;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1709;382;422;917;306;507;104;450
01240810250;1025;BIBIANA;Bibiana;280;46;5;9;512;308;57;14;495;60;18;23;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842;340;400;891;368;472;138;530
01240810260;1026;BOBBIO PELLICE;Bobbio Pellice;82;17;1;1;32;22;16;1;59;18;14;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;101;119;71;121;35;8;67
01240810320;1032;BORGONE SUSA;Borgone Susa;181;24;4;1;214;146;38;5;483;33;15;12;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1173;210;243;403;258;204;40;574
01240810350;1035;BRICHERASIO;Bricherasio;357;84;7;10;654;382;79;12;760;135;45;24;15;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2586;458;593;1127;566;531;165;841
01240810400;1040;BRUZOLO;Bruzolo;129;18;5;1;188;93;23;4;349;28;10;12;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;874;153;181;308;178;165;29;447
01240810410;1041;BURIASCO;Buriasco;149;26;1;3;201;104;36;2;211;25;8;6;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;781;179;204;343;190;167;62;237
01240810440;1044;BUSSOLENO;Bussoleno;477;85;14;7;548;318;95;18;1439;81;146;20;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3264;583;664;979;688;508;126;1734
01240810450;1045;BUTTIGLIERA ALTA;Buttigliera Alta;811;165;25;19;672;485;133;18;1162;125;46;37;32;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3741;1020;1145;1308;955;779;130;1338
01240810490;1049;CAMPIGLIONE FENILE;Campiglione Fenile;125;24;1;2;225;129;41;6;195;23;5;2;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;794;152;175;401;-;-;-;-
01240810521;1053;CANTALUPA;Cantalupa;316;73;4;8;290;207;68;4;419;69;18;15;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1513;401;470;569;316;330;82;495
01240810540;1055;CAPRIE;Caprie;230;47;10;2;217;111;33;4;478;45;23;11;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1227;289;334;365;249;177;45;564
01240810610;1062;CASELETTE;Caselette;325;45;5;2;341;245;54;9;668;87;17;11;21;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1839;377;464;649;393;363;73;704
01240810680;1070;CAVOUR;Cavour;471;93;4;21;976;595;104;22;617;65;26;24;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3038;589;654;1697;537;808;282;791
01240810720;1074;CESANA TORINESE;Cesana Torinese;83;24;0;3;181;104;54;0;127;18;5;22;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;630;110;128;339;70;141;76;163
01240810740;1076;CHIANOCCO;Chianocco;114;22;3;7;214;95;23;4;384;36;43;14;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;966;146;182;336;162;163;40;496
01240810780;1080;CHIOMONTE;Chiomonte;71;12;3;2;140;73;28;1;166;19;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533;88;107;242;99;104;35;230
01240810790;1081;CHIUSA DI SAN MICHELE;Chiusa di San Michele;108;17;1;8;172;89;30;6;366;43;22;10;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;881;134;177;297;132;157;27;449
01240810850;1087;CLAVIERE;Claviere;9;13;1;0;32;32;4;0;8;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;23;32;68;14;32;20;18
01240810870;1089;COAZZE;Coazze;254;52;13;1;385;275;58;4;549;51;34;24;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1712;320;371;722;383;334;106;605
01240810910;1093;CONDOVE;Condove;423;84;18;19;414;299;83;43;1035;91;61;27;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2620;544;635;839;537;397;110;1234
01240810950;1097;CUMIANA;Cumiana;910;209;26;17;917;564;183;26;1220;162;40;30;13;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4337;1162;1324;1690;1081;911;238;1586
01240810980;1100;EXILLES;Exilles;14;3;0;0;20;14;2;1;62;4;8;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;17;21;37;12;21;3;92
01240811010;1103;FENESTRELLE;Fenestrelle;47;13;2;2;78;53;24;2;79;21;11;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343;64;85;157;86;52;29;100
01240811080;1110;FROSSASCO;Frossasco;305;67;5;3;379;267;75;6;452;47;12;14;17;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1657;380;427;727;367;326;110;524
01240811090;1111;GARZIGLIANA;Garzigliana;44;12;0;1;108;54;13;1;82;14;4;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;340;57;71;176;64;78;36;99
01240811120;1114;GIAGLIONE;Giaglione;77;12;1;1;69;26;15;0;158;7;14;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;91;98;110;65;38;12;195
01240811130;1115;GIAVENO;Giaveno;1464;325;22;34;1766;1826;283;42;2425;276;111;86;63;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8754;1845;2121;3917;1885;2153;443;3106
01240811140;1116;GIVOLETTO;Givoletto;412;78;8;6;499;310;110;4;732;97;33;22;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2340;504;601;923;482;477;88;875
01240811150;1117;GRAVERE;Gravere;42;12;0;0;96;70;28;3;132;9;5;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405;54;63;197;65;101;15;190
01240811200;1122;INVERSO PINASCA;Inverso Pinasca;65;8;0;1;102;42;10;2;122;18;14;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391;74;92;156;136;60;40;115
01240811240;1126;LA CASSA;La Cassa;233;34;5;3;219;104;41;3;304;41;17;9;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1021;275;316;367;283;184;35;412
01240811370;1139;LUSERNA SAN GIOVANNI;Luserna San Giovanni;831;183;21;93;709;446;103;16;961;190;87;42;24;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3733;1128;1318;1274;1176;596;226;1063
01240811380;1140;LUSERNETTA;Lusernetta;64;10;3;4;59;62;10;0;56;17;5;1;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;81;98;131;72;51;28;84
01240811400;1142;MACELLO;Macello;122;12;3;4;198;114;40;4;129;16;7;7;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;667;141;157;356;124;202;69;184
01240811430;1145;MASSELLO;Massello;4;1;1;0;10;1;2;0;6;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;6;7;13;8;3;1;9
01240811450;1147;MATTIE;Mattie;47;3;0;0;82;35;11;1;155;11;13;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;50;61;129;62;42;14;219
01240811470;1149;MEANA DI SUSA;Meana di Susa;43;8;3;0;118;56;27;2;169;15;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461;54;69;203;62;97;35;245
01240811520;1154;MOMPANTERO;Mompantero;51;14;1;3;62;43;13;2;183;12;9;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;69;81;120;64;60;17;211
01240811550;1157;MONCENISIO;Moncenisio;3;0;0;0;10;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3;3;11;2;3;1;10
01240811660;1169;NOVALESA;Novalesa;37;7;2;0;79;49;11;1;118;9;6;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;46;55;140;53;46;14;131
01240811700;1173;OSASCO;Osasco;118;30;9;0;176;103;25;6;156;35;7;6;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;686;157;192;310;143;151;55;191
01240811711;1175;OULX;Oulx;237;72;6;9;513;261;100;5;490;43;14;57;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1831;324;367;879;291;484;117;599
01240811800;1184;PEROSA ARGENTINA;Perosa Argentina;345;54;5;7;381;170;55;6;505;97;37;12;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1684;411;508;612;577;267;105;547
01240811820;1186;PERRERO;Perrero;83;9;1;0;95;33;6;1;84;20;13;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352;93;113;135;112;44;21;79
01240811860;1190;PINASCA;Pinasca;346;49;9;4;353;136;57;13;476;94;48;6;9;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1618;408;502;559;503;194;105;504
01240811870;1191;PINEROLO;Pinerolo;4248;914;80;73;3286;2287;619;75;5233;937;540;181;167;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18743;5315;6252;6267;5903;3177;742;5637
01240811900;1194;PIOSSASCO;Piossasco;2114;351;69;46;1675;1269;291;100;3965;378;94;137;83;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10610;2580;2958;3335;2976;1897;363;3991
01240811910;1195;PISCINA;Piscina;285;46;5;7;460;329;60;6;565;69;12;20;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1883;343;412;855;439;454;108;620
01240811931;1198;POMARETTO;Pomaretto;156;10;3;1;93;51;6;2;148;49;29;2;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;558;170;219;152;257;57;34;145
01240811950;1200;PORTE;Porte;80;9;3;3;127;71;20;1;137;87;12;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;95;182;219;160;106;29;194
01240811960;1201;PRAGELATO;Pragelato;46;7;1;1;99;62;19;3;83;12;1;11;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;55;67;183;48;74;77;81
01240811970;1202;PRALI;Prali;51;11;0;3;30;11;3;0;13;5;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;65;70;44;64;15;24;22
01240811981;1204;PRAMOLLO;Pramollo;36;3;0;2;19;4;3;0;26;19;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;41;60;26;59;6;3;31
01240811982;1205;PRAROSTINO;Prarostino;137;41;5;3;118;57;21;2;158;50;17;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614;186;236;198;192;87;51;201
01240812030;1211;REANO;Reano;168;63;6;1;196;168;30;1;308;40;17;11;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1019;238;278;395;195;241;53;357
01240812131;1222;ROLETTO;Roletto;224;58;6;3;146;165;45;138;292;63;10;9;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1176;291;354;494;272;263;83;365
01240812170;1226;RORA';Rorà;22;8;1;1;27;10;0;0;33;12;7;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;32;44;37;-;-;-;-
01240812190;1228;ROSTA;Rosta;598;152;9;6;537;426;132;13;855;107;19;16;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2887;765;872;1108;649;655;123;1035
01240812191;1227;ROURE;Roure;74;18;1;3;124;71;9;3;103;18;5;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438;96;114;207;139;119;51;140
01240812200;1229;RUBIANA;Rubiana;176;56;4;6;240;160;35;9;475;58;18;18;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1264;242;300;444;264;215;44;556
01240812231;1232;SALBERTRAND;Salbertrand;50;5;2;1;76;42;14;2;102;10;4;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;58;68;134;45;39;25;122
01240812250;1234;SALZA DI PINEROLO;Salza di Pinerolo;7;1;0;0;11;7;1;0;7;6;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;8;14;19;11;7;4;8
01240812300;1239;SAN DIDERO;San Didero;39;5;0;1;67;33;9;0;160;13;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;45;58;109;40;63;12;182
01240812311;1241;SANGANO;Sangano;534;73;6;3;523;315;89;4;627;51;18;10;49;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2311;616;667;931;577;530;87;829
01240812320;1242;SAN GERMANO CHISONE;San Germano Chisone;180;42;4;2;221;71;20;3;219;75;13;7;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;873;228;303;315;316;102;57;277
01240812330;1243;SAN GILLIO;San Gillio;334;65;5;3;425;227;69;5;684;66;13;17;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1931;407;473;726;440;359;62;735
01240812350;1245;SAN GIORIO DI SUSA;San Giorio di Susa;80;12;1;1;110;51;7;1;260;18;15;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;94;112;169;112;62;18;335
01240812400;1250;SAN PIETRO VAL LEMINA;San Pietro Val Lemina;175;29;2;4;216;130;57;1;187;30;19;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;861;210;240;404;184;186;66;228
01240812440;1254;SAN SECONDO DI PINEROLO;San Secondo di Pinerolo;420;94;5;10;457;285;84;10;502;113;53;17;11;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2096;529;642;836;442;417;141;646
01240812450;1255;SANT'AMBROGIO DI TORINO;Sant'Ambrogio di Torino;352;47;16;5;431;293;72;9;1130;63;42;26;36;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2544;420;483;805;-;-;-;-
