Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
3329538;16;05/06/2017 12:30;Strada Urbana;VIA DI VAL TELLINA;in prossimità;;del civico n.;48;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,44819;41,8673;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
3329538;16;05/06/2017 12:30;Strada Urbana;VIA DI VAL TELLINA;in prossimità;;del civico n.;48;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,44819;41,8673;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
3332288;10;01/06/2017 00:10;Strada Urbana;VIA CALPURNIO FIAMMA;all'intersezione con;VIA TARQUINIO COLLATINO;VIA TARQUINIO COLLATINO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;4;12,56084;41,86082;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
3332288;10;01/06/2017 00:10;Strada Urbana;VIA CALPURNIO FIAMMA;all'intersezione con;VIA TARQUINIO COLLATINO;VIA TARQUINIO COLLATINO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;4;12,56084;41,86082;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
3332288;10;01/06/2017 00:10;Strada Urbana;VIA CALPURNIO FIAMMA;all'intersezione con;VIA TARQUINIO COLLATINO;VIA TARQUINIO COLLATINO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;4;12,56084;41,86082;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
3332288;10;01/06/2017 00:10;Strada Urbana;VIA CALPURNIO FIAMMA;all'intersezione con;VIA TARQUINIO COLLATINO;VIA TARQUINIO COLLATINO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;4;12,56084;41,86082;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
3332288;10;01/06/2017 00:10;Strada Urbana;VIA CALPURNIO FIAMMA;all'intersezione con;VIA TARQUINIO COLLATINO;VIA TARQUINIO COLLATINO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;4;12,56084;41,86082;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;;
3332573;11;01/06/2017 05:00;Strada Urbana;VIALE DEL TINTORETTO;in prossimità;;del civico n.;290;;Tamponamento;Curva senza visuale libera;Due carreggiate;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;12,48982;41,83315;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
3332573;11;01/06/2017 05:00;Strada Urbana;VIALE DEL TINTORETTO;in prossimità;;del civico n.;290;;Tamponamento;Curva senza visuale libera;Due carreggiate;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;1;0;0;1;12,48982;41,83315;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
3332630;6;01/06/2017 05:00;Strada Urbana;VIA PRENESTINA;da specificare;;;;fronte civio 320;Veicolo in marcia contro veicoli in sosta;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Insufficiente;Insufficiente;0;0;0;1;12,55152;41,89393;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
3332641;12;01/06/2017 07:15;Provinciale entro l'abitato;VIA LAURENTINA;da specificare;;;;direzione centro prossimità rampa discesa G.R.A.;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;2;12,48084;41,7993;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Utilizzato;Inesploso
3332641;12;01/06/2017 07:15;Provinciale entro l'abitato;VIA LAURENTINA;da specificare;;;;direzione centro prossimità rampa discesa G.R.A.;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;2;12,48084;41,7993;-1;2;Autotreno;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso
