Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
2796520;5;01/05/2016 05:00;Strada Urbana;NUOVA CIRCONVALLAZIONE INTERNA;da specificare;;;;tratto scoperto altezza 'Portonaccio';Veicolo in marcia contro ostacolo fisso;Rettilineo;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;0;12,53096;41,91389;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
2796522;7;01/05/2016 01:15;Strada Urbana;NUOVA CIRCONVALLAZIONE INTERNA;da specificare;;;;(nomentana);Tamponamento Multiplo;Galleria illuminata;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Orizzontale;Pioggia in atto;Scarso;Buona;Sufficiente;2;0;0;2;12,5276;41,92571;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
2796522;7;01/05/2016 01:15;Strada Urbana;NUOVA CIRCONVALLAZIONE INTERNA;da specificare;;;;(nomentana);Tamponamento Multiplo;Galleria illuminata;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Orizzontale;Pioggia in atto;Scarso;Buona;Sufficiente;2;0;0;2;12,5276;41,92571;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
2796522;7;01/05/2016 01:15;Strada Urbana;NUOVA CIRCONVALLAZIONE INTERNA;da specificare;;;;(nomentana);Tamponamento Multiplo;Galleria illuminata;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Orizzontale;Pioggia in atto;Scarso;Buona;Sufficiente;2;0;0;2;12,5276;41,92571;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
2796522;7;01/05/2016 01:15;Strada Urbana;NUOVA CIRCONVALLAZIONE INTERNA;da specificare;;;;(nomentana);Tamponamento Multiplo;Galleria illuminata;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Orizzontale;Pioggia in atto;Scarso;Buona;Sufficiente;2;0;0;2;12,5276;41,92571;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
2796524;11;01/05/2016 04:10;Strada Urbana;PIAZZA ANTONIO MEUCCI;da specificare;;;;ALTEZZA VIA DELLA MAGLIANA;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;Sufficiente;2;0;0;3;12,46318;41,86158;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2796524;11;01/05/2016 04:10;Strada Urbana;PIAZZA ANTONIO MEUCCI;da specificare;;;;ALTEZZA VIA DELLA MAGLIANA;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;Sufficiente;2;0;0;3;12,46318;41,86158;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;
2796524;11;01/05/2016 04:10;Strada Urbana;PIAZZA ANTONIO MEUCCI;da specificare;;;;ALTEZZA VIA DELLA MAGLIANA;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;Sufficiente;2;0;0;3;12,46318;41,86158;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
2796524;11;01/05/2016 04:10;Strada Urbana;PIAZZA ANTONIO MEUCCI;da specificare;;;;ALTEZZA VIA DELLA MAGLIANA;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;Sufficiente;2;0;0;3;12,46318;41,86158;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;Non accertato;
2796524;11;01/05/2016 04:10;Strada Urbana;PIAZZA ANTONIO MEUCCI;da specificare;;;;ALTEZZA VIA DELLA MAGLIANA;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;Sufficiente;2;0;0;3;12,46318;41,86158;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;
2796532;5;01/05/2016 06:30;Strada Urbana;NUOVA CIRCONVALLAZIONE INTERNA;da specificare;;;;tratto scoperto altezza Portonaccio;Veicolo in marcia contro ostacolo fisso;Rettilineo;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;0;12,53096;41,91389;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Esploso
2796535;15;02/05/2016 06:44;Strada Urbana;VIA DELLA MAGLIANA;all'intersezione con;VIALE GAETANO ARTURO CROCCO;VIALE GAETANO ARTURO CROCCO;;;Veicolo in marcia contro ostacolo accidentale;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;1;0;0;0;12,42401;41,83394;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Utilizzato;
