Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
2658679;4;17/01/2016 13:30;Strada Urbana;VIA MONTE ROCCHETTA;all'intersezione con;VIA MONTE CROCE;VIA MONTE CROCE;;;Veicolo in marcia contro ostacolo accidentale;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;0;0;0;1;12,53174;41,94734;-1;1;Autovettura pubblica;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
2658693;18;11/01/2016 12:00;Strada Urbana;VIA DEL QUARTACCIO;all'intersezione con;VIA DEL PODERE DI S. GIUSTO;VIA DEL PODERE DI S. GIUSTO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;2;0;0;2;12,391;41,9182;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
2658693;18;11/01/2016 12:00;Strada Urbana;VIA DEL QUARTACCIO;all'intersezione con;VIA DEL PODERE DI S. GIUSTO;VIA DEL PODERE DI S. GIUSTO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;2;0;0;2;12,391;41,9182;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
2658693;18;11/01/2016 12:00;Strada Urbana;VIA DEL QUARTACCIO;all'intersezione con;VIA DEL PODERE DI S. GIUSTO;VIA DEL PODERE DI S. GIUSTO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;2;0;0;2;12,391;41,9182;-1;2;Motociclo con passeggero;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
2658693;18;11/01/2016 12:00;Strada Urbana;VIA DEL QUARTACCIO;all'intersezione con;VIA DEL PODERE DI S. GIUSTO;VIA DEL PODERE DI S. GIUSTO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;2;0;0;2;12,391;41,9182;-1;2;Motociclo con passeggero;In marcia / fermata / arresto;Passeggero;F;Rimandato;0;NON DECEDUTO;Non accertato;
2658695;4;17/01/2016 19:30;Statale entro l'abitato;VIA SALARIA;in prossimità;;del civico n.;1223;;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Insufficiente;0;0;0;3;12,51111;41,9877;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
2658695;4;17/01/2016 19:30;Statale entro l'abitato;VIA SALARIA;in prossimità;;del civico n.;1223;;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Insufficiente;0;0;0;3;12,51111;41,9877;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
2658695;4;17/01/2016 19:30;Statale entro l'abitato;VIA SALARIA;in prossimità;;del civico n.;1223;;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Insufficiente;0;0;0;3;12,51111;41,9877;-1;2;Autobus di linea;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente
2658699;12;16/01/2016 20:00;Strada Urbana;VIA ERSILIA MAINO BRONZINI;in corrispondenza;;del civico n.;51;;Veicolo in marcia contro ostacolo accidentale;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;1;12,50758;41,81547;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso
2658711;1;17/01/2016 12:00;Strada Urbana;VIALE AVENTINO;all'intersezione semaforizzata con;VIA DI S. PRISCA;VIA DI S. PRISCA;;;Scontro laterale fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12,48441;41,88082;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;
2658711;1;17/01/2016 12:00;Strada Urbana;VIALE AVENTINO;all'intersezione semaforizzata con;VIA DI S. PRISCA;VIA DI S. PRISCA;;;Scontro laterale fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12,48441;41,88082;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;
2658711;1;17/01/2016 12:00;Strada Urbana;VIALE AVENTINO;all'intersezione semaforizzata con;VIA DI S. PRISCA;VIA DI S. PRISCA;;;Scontro laterale fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12,48441;41,88082;-1;2;Motociclo con passeggero;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2658711;1;17/01/2016 12:00;Strada Urbana;VIALE AVENTINO;all'intersezione semaforizzata con;VIA DI S. PRISCA;VIA DI S. PRISCA;;;Scontro laterale fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;In cubetti di porfido;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12,48441;41,88082;-1;2;Motociclo con passeggero;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;
2658714;20;18/01/2016 11:20;Regionale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;876;;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;5;12,43671;41,96953;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
2658714;20;18/01/2016 11:20;Regionale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;876;;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;5;12,43671;41,96953;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
2658714;20;18/01/2016 11:20;Regionale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;876;;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;5;12,43671;41,96953;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesistente
2658714;20;18/01/2016 11:20;Regionale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;876;;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;5;12,43671;41,96953;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
2658714;20;18/01/2016 11:20;Regionale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;876;;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;5;12,43671;41,96953;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
2658751;17;17/01/2016 08:45;Strada Urbana;VIA S. TOMMASO D'AQUINO;in corrispondenza;;del civico n.;14;;Investimento di pedone;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;1;0;0;1;12,44824;41,91131;-1;;;;Pedone;M;Rimandato;0;NON DECEDUTO;;
2658751;17;17/01/2016 08:45;Strada Urbana;VIA S. TOMMASO D'AQUINO;in corrispondenza;;del civico n.;14;;Investimento di pedone;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;1;0;0;1;12,44824;41,91131;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2658752;6;18/01/2016 10:10;Strada Urbana;VIA DI ACQUA BULLICANTE;in prossimità;;del civico n.;72;;Investimento di pedone;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12,54342;41,88383;-1;;;;Pedone;M;Rimandato;0;NON DECEDUTO;;
2658752;6;18/01/2016 10:10;Strada Urbana;VIA DI ACQUA BULLICANTE;in prossimità;;del civico n.;72;;Investimento di pedone;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12,54342;41,88383;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2658814;2;18/01/2016 11:45;Strada Urbana;VIA GIOVANNI ANTONELLI;in prossimità;;del civico n.;28;;Scontro frontale/laterale SX fra veicoli in marcia;Pendenza;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,48467;41,92407;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2658814;2;18/01/2016 11:45;Strada Urbana;VIA GIOVANNI ANTONELLI;in prossimità;;del civico n.;28;;Scontro frontale/laterale SX fra veicoli in marcia;Pendenza;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,48467;41,92407;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
2658815;1;17/01/2016 05:45;Strada Urbana;LUNGOTEVERE GIANICOLENSE;in prossimità;;del palo luce n.;9;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;5;12,46411;41,89718;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;
