Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
2715672;11;01/03/2016 00:30;Strada Urbana;VIA ARDEATINA;in prossimità;;del palo luce n.;302;;Fuoriuscita dalla sede stradale;Curva senza visuale libera;Due carreggiate;Bagnato (pioggia);Asfaltata;Orizzontale;Pioggia in atto;Scarso;Sufficiente;Insufficiente;0;0;0;1;12,52822;41,80219;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2715804;1;01/03/2016 07:45;Strada Urbana;VIA DI PORTA S. LORENZO;da specificare;;;;albero 7;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Acciotolata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;12,50989;41,89755;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Ricoverato;0;NON DECEDUTO;Non accertato;
2715804;1;01/03/2016 07:45;Strada Urbana;VIA DI PORTA S. LORENZO;da specificare;;;;albero 7;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Acciotolata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;12,50989;41,89755;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
2715804;1;01/03/2016 07:45;Strada Urbana;VIA DI PORTA S. LORENZO;da specificare;;;;albero 7;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Bagnato (umidità in atto);Acciotolata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;2;12,50989;41,89755;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
2715807;7;01/03/2016 06:10;Strada Urbana;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE PALMIRO TOGLIATTI;VIALE PALMIRO TOGLIATTI;;;Tamponamento Multiplo;Intersezione semaforizzata;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;3;0;1;1;12,57501;41,89489;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Deceduto sul posto;-1;;Non accertato;Esploso
2715807;7;01/03/2016 06:10;Strada Urbana;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE PALMIRO TOGLIATTI;VIALE PALMIRO TOGLIATTI;;;Tamponamento Multiplo;Intersezione semaforizzata;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;3;0;1;1;12,57501;41,89489;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
2715807;7;01/03/2016 06:10;Strada Urbana;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE PALMIRO TOGLIATTI;VIALE PALMIRO TOGLIATTI;;;Tamponamento Multiplo;Intersezione semaforizzata;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;3;0;1;1;12,57501;41,89489;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
2715807;7;01/03/2016 06:10;Strada Urbana;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE PALMIRO TOGLIATTI;VIALE PALMIRO TOGLIATTI;;;Tamponamento Multiplo;Intersezione semaforizzata;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;3;0;1;1;12,57501;41,89489;-1;3;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;Non accertato;
2715807;7;01/03/2016 06:10;Strada Urbana;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE PALMIRO TOGLIATTI;VIALE PALMIRO TOGLIATTI;;;Tamponamento Multiplo;Intersezione semaforizzata;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;3;0;1;1;12,57501;41,89489;-1;4;Autobus urbano;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Esente;Inesploso
2715846;10;01/03/2016 07:40;Strada Urbana;VIA TUSCOLANA;all'intersezione semaforizzata con;VIA SCRIBONIO CURIONE;VIA SCRIBONIO CURIONE;;;Scontro frontale/laterale SX fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Bagnato (umidità in atto);Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,55279;41,86221;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
