Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
3079456;10;01/12/2016 07:20;Strada Urbana;PIAZZA DEI TRIBUNI;in corrispondenza;;del civico n.;31;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,55073;41,86499;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
3079456;10;01/12/2016 07:20;Strada Urbana;PIAZZA DEI TRIBUNI;in corrispondenza;;del civico n.;31;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,55073;41,86499;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
3079588;10;01/12/2016 07:20;Statale entro l'abitato;VIA TUSCOLANA;all'intersezione con;VIA DEL CASALE FERRANTI;VIA DEL CASALE FERRANTI;;;Scontro laterale fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,58679;41,84062;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
3079588;10;01/12/2016 07:20;Statale entro l'abitato;VIA TUSCOLANA;all'intersezione con;VIA DEL CASALE FERRANTI;VIA DEL CASALE FERRANTI;;;Scontro laterale fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,58679;41,84062;-1;2;Autocarro superiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
3079645;6;01/12/2016 09:15;Strada Urbana;VIA DI ACQUA BULLICANTE;all'intersezione con;VIA CANOSA DI PUGLIA;VIA CANOSA DI PUGLIA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,54341;41,88382;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
3079645;6;01/12/2016 09:15;Strada Urbana;VIA DI ACQUA BULLICANTE;all'intersezione con;VIA CANOSA DI PUGLIA;VIA CANOSA DI PUGLIA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,54341;41,88382;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
3079818;10;01/12/2016 07:55;Strada Urbana;PIAZZA ETTORE VIOLA;all'intersezione con;VIA OTELLO STEFANINI;VIA OTELLO STEFANINI;;;Scontro laterale fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,58578;41,8453;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
3079818;10;01/12/2016 07:55;Strada Urbana;PIAZZA ETTORE VIOLA;all'intersezione con;VIA OTELLO STEFANINI;VIA OTELLO STEFANINI;;;Scontro laterale fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12,58578;41,8453;-1;2;Autocarro superiore 35 q.;Allontanatosi;Conducente;M;Illeso;0;;Non accertato;Inesistente
3079824;12;01/12/2016 08:00;Strada Urbana;VIA DELLE TRE FONTANE;all'intersezione semaforizzata con;VIALE DEL PATTINAGGIO;VIALE DEL PATTINAGGIO;;;Tamponamento Multiplo;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12,47374;41,83926;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Utilizzato;Inesploso
3079824;12;01/12/2016 08:00;Strada Urbana;VIA DELLE TRE FONTANE;all'intersezione semaforizzata con;VIALE DEL PATTINAGGIO;VIALE DEL PATTINAGGIO;;;Tamponamento Multiplo;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;4;12,47374;41,83926;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Inesploso
