COUNTRY_ISO3;Country;Sex;Age;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;Total
MEX;Mexico;Men;Total;81.7850714034201;81.1005578577836;80.696005292442;79.924743947937;80.571804496487;80.3083234347994;80.7242099220244;80.3234467055034;79.9609284296953;79.0220829906024;78.7188897928897;78.4776938436572;78.8030619988015;78.490124677114;78.2578304083219;77.9866748321559;77.7201068077475;1352.8715568413825
NLD;Netherlands;Men;Total;72.6578654366152;72.5422124033454;72.884012539185;71.9943864026197;71.7546583850932;71.6893564356436;71.399938328708;72.200061368518;72.770239365757;72.4791508718726;71.4566037735849;70.7932692307692;71.1468575924797;71.1326763468627;70.8074302765814;70.1279118978637;69.6488624433695;1217.4854930988688
NZL;New Zealand;Men;Total;73.568065906399;73.8118456237442;74.5217262429065;73.7484984444556;74.4966890251042;75.0193856596568;75.567710971442;75.5738611642708;75.1808872669901;74.6281535447426;74.3900958065602;74.5887765393956;73.8628850764461;73.8393859184661;74.5530790776418;74.5755010421812;75.3334054525496;1267.2599527629525
NOR;Norway;Men;Total;78.004956629492;77.6681061073411;77.3145309625996;76.6138855054811;76.3922518159806;76.1729421190865;75.5965229566536;76.0119423551702;77.068092290377;75.6340680031011;75.0285869861149;74.0770422610461;74.4190925780226;73.9087776710729;73.6432143647555;73.9226636609641;73.4452009360322;1284.9218772032912
POL;Poland;Men;Total;64.1245456415884;63.8027210884354;62.8737014171271;62.1898305084746;62.3372595554177;62.8252962729335;62.143851756641;61.9334759774363;62.6711153864265;63.4194110939701;63.7295247861403;64.0315832732614;64.2805222775609;64.4079887900677;64.6936649899467;64.5759394221684;64.8157719241902;1078.856204161786
PRT;Portugal;Men;Total;69.8181285185613;70.2190352270522;70.4766489207959;69.9284457566881;69.3648511729615;69.1218534171742;69.2938455875185;69.1527427036526;68.9176408903644;67.7090718777361;67.2191532215806;67.0962399787886;66.2985124845958;65.119503133486;64.5120930206257;64.1162978033413;64.0977302511123;1152.461793966035
SVK;Slovak Republic;Men;Total;68.2240264475667;68.8563304255627;68.2728801345184;68.2827410924088;68.3440636243136;68.2934833567745;68.1325301204819;67.6729176876288;68.287670667216;68.1197034259805;68.5269111635494;68.0429961448379;68.366581294779;68.1398854220643;68.2239639353926;67.8863718757596;68.0785417360909;1159.7515985549257
ESP;Spain;Men;Total;67.077700927763;66.4711023107151;67.0837116183762;67.8584034855748;68.1980557902685;68.9960712785096;69.2207354619292;69.3977517888326;69.5441448882885;68.6430039994643;68.1503720345101;67.5604034103943;67.0998811480806;66.3875715197086;65.8296432861179;65.6934293595551;65.1261080046708;1148.3380903127593
SWE;Sweden;Men;Total;74.2530535546508;74.2990654205608;74.2905824039653;73.9488916256158;73.6248280079499;75.173690118625;75.141056422569;73.9352016150145;74.072508890403;73.4580066488644;73.7989298789074;73.9129219763022;73.9157011475091;74.2293649748386;74.705962039921;74.3997596478047;74.4037034771939;1261.5632278506955
CHE;Switzerland;Men;Total;77.768032842244;77.3966852625901;76.7123257772094;76.7859249142393;75.9668135763744;75.097208436197;75.4149148008192;75.7666056776378;75.4606099977247;75.2362257286516;74.3437132696409;74.6878247158294;74.4961145692813;74.1885429887082;74.1437324735305;74.2231506087946;74.499298799153;1282.1877244386255
TUR;Turkey;Men;Total;73.7159066113899;72.8718628415067;71.5982540082263;70.4303734850359;70.3109543675541;70.5541944749514;69.8709168638194;69.7589034389916;70.1356558034998;70.5455692210659;70.7558139534884;71.6804072793587;71.0463821892394;71.4921561473914;71.2595487653224;71.5850628215448;71.984154323114;1209.5961165955
GBR;United Kingdom;Men;Total;71.0670967155772;70.4041132960491;70.5469630982458;70.8989043441977;70.4229545243192;70.2770971473792;70.7072884842056;70.6083266803237;70.7475161213471;70.2081773099354;69.5801665874849;69.5918183716923;69.6685316345241;69.3436873088515;69.1975715870105;68.8297244137923;69.25926450786;1191.3592021327956
USA;United States;Men;Total;74.8109645466582;74.4408512615944;74.0997839098924;73.5082724992249;73.3251633986928;73.3213621496826;73.4641291080873;73.2217200217521;72.9507037272791;71.9533885311254;71.1812459301064;70.4734394209029;70.1572286846478;69.727974357893;69.2153522397034;69.0514529194639;69.1905173962024;1224.0935501029091
OECD;OECD countries;Men;Total;73.0127956580087;72.6483690814582;71.1447995453922;70.8487512327715;70.675802722009;70.7862304305366;70.8220712695704;70.7248475351532;70.6670033382358;70.1028346868675;69.7348531019956;69.496276683598;69.3798819471434;69.1505843707617;68.9644133127659;68.8477412720241;68.9573643609515;1195.9646205492431
ISR;Israel;Men;Total;70.1334144072725;69.8581122427947;68.8745010928832;68.6025076521551;69.1290210619549;69.1876152154754;69.592544641164;70.0036882290253;69.9458384592207;69.3175640197446;69.6154398321776;69.3215663359592;69.309720368204;69.3986167311145;69.4502494219921;69.297705467328;69.1106273778698;1180.1487325563355
BRA;Brazil;Men;Total;0;80.9922512817545;81.1092623550239;80.7340284383444;81.1815795107987;81.4246605262013;80.9876634264803;80.397324299328;80.5013734311246;80.2456241168793;0;78.3192345760294;77.8735229874442;77.2721516917606;77.8712207720112;76.1768347929207;0;1115.0867322061013
CHL;Chile;Men;Total;74.8227059980994;74.0139650719793;73.2656487239202;72.887258002794;72.1316281709373;71.8290283629291;72.9458434552176;72.8803054857216;73.3328720365789;72.6181995240925;72.0889025127962;72.7130011319023;72.0914154731675;71.8054909515904;71.5793976981765;71.4822752919834;71.2686489606238;1233.7565868525098
CHN;China;Men;Total;82.9376440170547;0;0;0;0;0;0;0;0;0;78.1551290999851;0;0;0;0;0;0;161.0927731170398
IND;India;Men;Total;82.4018425606786;0;0;0;0;82.8537095022106;82.0788286082378;0;82.0211146007786;0;79.7433447251722;0;78.8400451848183;0;0;0;0;487.93888518189607
SVN;Slovenia;Men;Total;64.1889363447831;64.8459009322376;64.13003009228;63.4588742675882;65.8509373825802;65.9850656826811;65.6615229305113;66.3751417038889;65.628935212906;65.4590338375528;65.2776819774752;63.7095254936501;63.0400081780907;63.0812628079719;63.298741954532;62.9131583585188;61.2777683713842;1094.182525528632
ZAF;South Africa;Men;Total;0;65.9867870995402;65.8779422502489;64.2177629595725;62.9077829362298;64.2715188553287;64.8202982608677;64.2893305567406;64.3794656287812;62.3638789555499;60.5637141343926;59.912823900158;60.3901668151129;60.527652570162;60.7534324302629;62.0459574068378;62.2532714229466;1005.5617861827324
EST;Estonia;Men;Total;70.4874283896292;69.4481349607447;67.9201785999399;68.6044949100288;68.0787713743666;67.3902854558489;70.8606991652769;71.777893119705;72.4083057206317;71.6889115268341;70.7956868389189;72.1795907931351;72.8192374203047;72.963412507173;73.6607009132821;74.4816130046797;75.695896333055;1211.2612410335544
RUS;Russian Federation;Men;Total;71.501651709843;70.0921424072218;70.2198398364917;69.8919808088662;70.5452899479692;71.0567022199086;71.2816564541227;72.3695796246554;73.3294471695389;73.4096706482758;73.8230341548361;74.3644253600378;74.7170489754759;74.7158242528758;75.112397466268;75.5308540279866;75.9338868802283;1237.8954319446018
LVA;Latvia;Men;Total;64.4163395872412;64.6664661870869;65.8360914527046;65.3638754309748;65.4027103770901;65.6208478279204;67.5831974720413;69.0547078402839;69.5863055354312;67.0306230262087;65.0363993191278;65.3090025436004;66.4335023981074;66.1166560616558;66.5036999067408;67.4045006698567;67.1142565196078;1128.4791821556798
COL;Colombia;Men;Total;0;82.6812638156409;82.2301007530074;82.4343706864356;81.2213560294466;80.6685899565508;0;78.6294609878021;78.7780206587551;80.7464524187741;81.2795009492392;81.787207053095;82.1055931590018;81.5360598006225;81.6354058531217;81.6327170950508;81.1634465416887;1218.5295457582322
