COUNTRY_ISO3;Country;Sex;Age;15 to 19;15 to 24;15 to 64;20 to 24;25 to 29;25 to 34;25 to 39;25 to 54;25 to 64;30 to 34;35 to 39;35 to 44;40 to 44;40 to 49;45 to 49;45 to 54;50 to 54;55 to 59;55 to 64;60 to 64;65 to 69;65+;70 to 74;70+;75+;Total;75 to 79+;80+;Total
AUS;Australia;Men;15 to 19;54.6343755316412;69.6080616526465;82.8976264714398;83.3780327720868;90.7471489501327;91.3251139861094;0;90.5634032400412;86.4385217653974;91.9583145755662;91.6591692436885;91.4490475791692;91.2316626103373;0;89.792704452238;88.8454943300418;87.8411106002196;80.1933733150393;71.2254858388379;61.4800297704847;31.5420306742908;15.4433210259296;0;7.50087288056561;0;1694.477209049951;0;0;1694.477209049951
AUT;Austria;Men;15 to 19;48.3425249190996;62.6132730503224;80.018076823081;76.4578251277831;88.3314474893531;91.0215184832862;0;91.9051158283352;83.7541390244582;93.8437151937549;94.3112013963331;94.0956585524536;93.9159368120287;0;92.4253715660084;90.4671136018622;88.1486885924702;71.6836624855969;51.3780021617258;29.1302773262511;11.5948508973789;7.45027166565206;7.24704918310206;0;3.84765686727982;1586.1780112290096;0;0;1586.1780112290096
BEL;Belgium;Men;15 to 19;10.5200286296999;35.1845564110808;73.4495373113845;59.4629711760938;91.690985375178;92.8375885623058;0;92.1608201645063;82.1133546819236;93.9525977529806;93.7896567694606;93.6891115794586;93.5946104376941;0;91.6932443657224;90.0984362262303;88.3894468867985;66.1689171947738;47.5909836195924;27.2498543258965;5.71311720087239;3.19138979659515;2.83044772906029;0;1.81218923080894;1458.7734049218911;0;0;1458.7734049218911
CAN;Canada;Men;15 to 19;49.4859179589276;64.1706938686947;81.3583267590139;78.6317971870307;89.6945880137605;90.7371205927847;0;90.6050224552956;85.5366577929585;91.8173577858785;92.1040620108717;91.9151716478329;91.7426529565566;0;90.6441328747868;89.3655416926339;88.0347109391633;77.232421656334;67.9732257298847;57.2068311032915;30.5459761071479;16.0438583349255;15.0020051356107;0;4.63536713060512;1677.6094130673002;0;0;1677.6094130673002
CZE;Czech Republic;Men;15 to 19;8.3591663603569;36.183033838693;78.6133225198252;60.0072973793495;91.8827228455405;95.1568422876909;0;95.4978770925106;87.8033870543157;97.8822942664652;97.739022865249;97.2317005781177;96.6044020294891;0;95.8823663695198;93.9030350739845;91.8816134193218;85.2596908770572;62.457017338201;38.1809485667198;12.588243222752;7.11107962813818;5.28618928503383;0;3.08550842085837;1574.6834950479085;0;0;1574.6834950479085
DNK;Denmark;Men;15 to 19;57.9680154235477;67.5685057971308;82.6287654938794;77.7419476969194;85.6716897239736;89.9948209126412;0;92.0146328473904;86.1291770950054;93.8600485306192;94.9406635241444;94.3188252005812;93.733464488332;0;92.3583942246599;91.335439654815;90.2061694443893;86.0808753280361;67.8220081859593;50.249150357027;18.2386110563891;9.0034378107289;8.80437015157398;0;0.232973294212007;1669.0578172977903;0;0;1669.0578172977903
FIN;Finland;Men;15 to 19;29.940119760479;52.0710059171598;76.7390094602115;73.6842105263158;88.268156424581;90.5982905982906;0;90.645463049579;82.4537354352296;93.0232558139535;92.9032258064516;92.6253687315634;92.3913043478261;0;90.5759162303665;88.9182058047493;87.2340425531915;76.0416666666666;60;44.4444444444444;14.6341463414634;11.0132158590308;6.73076923076923;0;0;1573.6707308679352;0;0;1573.6707308679352
FRA;France;Men;15 to 19;19.6398126674743;42.6147651416343;74.8604546661222;65.945245102954;93.2349773947261;94.3817199601835;0;94.2062631777645;82.4015420313965;95.5279090931287;95.2493144260319;95.3246824668134;95.3999759928566;0;94.5429719809418;92.8991396646184;91.1678529729133;68.847586956894;44.9871712458371;20.0224968851441;5.2994434926678;2.27623002092444;1.73279049663531;0;0.710089380256974;1495.3447250974295;0;0;1495.3447250974295
DEU;Germany;Men;15 to 19;33.6210813266697;54.6635434412266;82.3705621301775;73.2264529058116;87.1096877502002;90.7407407407408;0;93.1058216231718;88.1936985320444;94.4950331125828;95.6014013234722;95.5529839642916;95.5172413793104;0;94.0648523451071;92.6143386897404;90.9542743538767;84.7955390334572;70.7476064371562;53.7178909418657;10.8743897026187;5.70678457924554;5.02402795980778;0;1.96660482374768;1627.0332007932625;0;0;1627.0332007932625
GRC;Greece;Men;15 to 19;9.0864032923543;33.0276590195843;78.3496814056116;56.3431086487227;90.5583400471726;93.7468454265434;0;94.1973196166085;87.1283913410991;96.6328332665898;96.9821107103859;96.491531894539;96.0379090712339;0;95.0888978184218;92.0572028496819;89.2068907443128;74.938057536475;60.2206341882924;44.3587859201384;15.3034416591479;6.39224797244802;5.38550058985885;0;1.98584593702598;1540.633216960251;0;0;1540.633216960251
