COUNTRY_ISO3;Country;Sex;Age;15 to 19;15 to 24;15 to 64;20 to 24;25 to 29;25 to 34;25 to 39;25 to 54;25 to 64;30 to 34;35 to 39;35 to 44;40 to 44;40 to 49;45 to 49;45 to 54;50 to 54;55 to 59;55 to 64;60 to 64;65 to 69;65+;70 to 74;70+;75+;Total;75 to 79+;80+;Total
NOR;Norway;Women;15 to 19;41.5816311139159;55.4728673594867;75.9459615863476;68.6179845943321;81.7673363053266;82.4871616017585;0;83.8549608568386;80.8353075900498;83.2363162170816;85.3277157501438;85.6062776737478;85.867115777089;0;84.6905585143506;83.5077828025548;82.2209116946043;77.1537966499508;70.3703713018755;63.0748136244128;20.881503260879;13.3596839723473;4.27574193496302;0;0;1545.5841616471853;0;0;1545.5841616471853
POL;Poland;Women;15 to 19;5.45532329639858;28.9464829068992;61.9525963370268;48.4648743813506;76.0924028888002;77.2540709105085;0;78.9562141912141;68.1423598793768;78.28604872685;80.0953318587246;80.8925534667449;81.7606711501314;0;81.8800643417185;78.6661325667164;75.5609327422126;58.2287194223805;38.9951667865132;20.1211332157173;5.82273909954561;2.69500440427404;2.14694465165289;0;0;1228.3804773089928;1.30396234421843;0;1228.3804773089928
PRT;Portugal;Women;15 to 19;8.87833361598608;31.2523149303712;70.5214500133316;54.2653131205513;87.0979375434134;89.3054377982806;0;86.5727278102528;77.7766369758044;91.2094757369073;91.6408685793902;89.93827443064;88.375950775377;0;85.0050680979524;81.0725549643724;77.1687176762687;64.5074935928199;50.9630031827165;36.4263136936079;13.5018498077694;6.71961877178445;7.16302075569726;0;3.14803433902311;1399.520246768033;0;0;1399.520246768033
SVK;Slovak Republic;Women;15 to 19;5.58851836553597;24.7143680395351;65.3400425949809;40.2554187866232;72.5001346696882;72.04680071285;0;81.3845657155694;73.3045337827969;71.6245887101063;80.6018409763744;84.4487485368912;88.6064627319446;0;90.274859937114;88.3861604391338;86.6023541387316;75.3024141003334;48.185296773841;21.2711199257309;4.54928013974704;1.96806400631653;1.73305276865383;0;0.179073691490917;1283.905128309537;0;0;1283.905128309537
ESP;Spain;Women;15 to 19;12.0071259828883;34.8506073163433;70.2011004191386;52.3405153192715;82.905570404571;84.2640538702692;0;82.315422083288;75.4940706950983;85.3963107436788;86.6526306848479;85.6462893082409;84.6750172688192;0;80.6717237901554;77.2861026119931;73.7177113461729;63.0550238369993;51.6699653027503;38.2090737521093;4.71403036310604;1.52037513754416;0.884174178428384;0;0.153490985744458;1335.9132680634425;0;0;1335.9132680634425
SWE;Sweden;Women;15 to 19;37.1917257181008;55.3996440148904;80.172810192063;70.0898572980054;82.6074210032075;84.9349073508627;0;88.4361937105696;85.7949049302028;87.5245597684381;89.9131623774723;90.560855496723;91.1681819087623;0;91.8204110624715;89.8935331305483;87.9529300372458;85.183894475895;76.9163115671865;68.4248025030939;19.2386121145185;12.8323285738506;5.85185192249439;0;0;1621.1938207873895;0;0;1621.1938207873895
CHE;Switzerland;Women;15 to 19;54.3411532935828;68.9609162181413;79.5015436338395;81.4259425937922;88.8777885349861;87.4498513816438;0;85.5184850445475;81.5593034263066;86.1758317971576;84.3010718989981;84.0318788913069;83.7635310302328;0;86.0043012280006;85.18929530246;84.3579032075654;79.7769928458757;67.9184896034807;53.8153155453287;17.8474909558938;8.29971469780687;8.81081629021546;0;0;1589.4326038112868;4.41706247811838;1.41472025254262;1589.4326038112868
TUR;Turkey;Women;15 to 19;18.7928221859706;30.4029926883183;36.2337762076645;43.0397727272727;46.2573867367039;45.4604409857328;0;41.9604316546763;37.9346262586181;44.6828955797566;45.5854126679463;45.3249618191074;45.030719190459;0;38.1850065760631;32.9941545789132;27.9298545765612;21.2998361551065;18.6440677966102;15.6969696969697;10.1461038961039;5.45354891751165;5.50351288056206;0;1.7274472168906;723.1885630944922;0;0;723.1885630944922
GBR;United Kingdom;Women;15 to 19;44.40965826913;61.1169210434531;73.0299630504342;72.8712569751521;78.4629294773206;78.7178011746908;0;80.060469918911;75.4933140562352;78.9759919952515;77.7758939141665;79.4148179263581;81.0421544075175;0;83.2806448386743;81.9152004781574;80.5528474086989;71.6202854078091;59.6710557772625;46.0338246330766;17.0422009874039;7.6164295780783;7.31444490855499;0;1.61572907188529;1453.9762899041627;0;0;1453.9762899041627
USA;United States;Women;15 to 19;35.1256220415099;53.79288637079;67.306826993959;68.0033262496535;75.3706018931952;74.4869636438094;0;74.312744331509;70.3235703996908;73.5689767139809;74.1183272306803;74.5407082697138;74.9823677581864;0;75.4000568128018;73.9224734656207;72.5177783778918;65.9375833555615;58.4254465743202;50.1373356876594;27.9922998527913;15.533907548802;15.2235516372796;0;0;1397.8755432789856;9.54347826086956;3.7037037037037;1397.8755432789856
OECD;OECD countries;Women;15 to 19;24.8222500145637;43.3216993791779;63.5602522846346;59.9057741013648;72.2863657398816;71.7694726401889;0;72.5903292911209;68.0807026386626;71.2629506804071;71.9749937635249;73.022360071986;74.0545462059286;0;74.8594830320403;72.9461445969341;71.0330071392252;63.3035319738989;53.3149376138381;42.3629610801631;20.2074422319356;10.2295157733513;10.6697475187378;3.80620296164639;4.00089611890699;1304.0291726515036;5.05526829000115;1.83677021169575;1304.0291726515036
ISR;Israel;Women;15 to 19;30.9633192722168;47.9596478473609;68.6332579084868;68.131255797565;77.344369059153;78.1931911888542;0;78.5490948190376;75.1421933160156;78.9878726730719;80.2597970561283;80.0736328830186;79.8752489690635;0;79.2923441986024;77.1280123857553;74.7714690178112;69.5079491625657;61.8056910068208;53.9217150388833;30.5107427663819;14.2759207581357;14.3363969868827;0;2.46786672015092;1440.886380222889;0;0;1440.886380222889
CHL;Chile;Women;15 to 19;12.5667559883538;29.2301254190118;56.1247899319145;44.9828432120176;68.0456058275087;69.6143389179342;0;68.1547135437401;63.5121926006916;71.4740774354978;71.4000319622989;70.2027209709227;69.154529613725;0;68.5534384002152;65.1468032096226;62.038536024827;55.8876262872395;48.9992591315308;40.9352982719738;24.1096210044405;13.2759441274012;14.184142369203;0;0;1195.0349942669086;8.72403042688078;2.62303523914086;1195.0349942669086
SVN;Slovenia;Women;15 to 19;7.77323551257023;30.5549583348683;68.5918965247171;48.9605602330903;82.0475866762212;87.095436408439;0;88.909782207268;75.222724346289;91.3174851128279;91.7896363642751;92.1655948577147;92.5696296445579;0;90.1684496179762;87.3987685206409;84.6871623649975;56.043583517919;35.1861892082709;13.699523606675;4.38363853399691;2.4017833487161;3.64729489487487;0;0;1338.5456245685218;0;0;1338.5456245685218
ZAF;South Africa;Women;15 to 19;5.36043495613395;23.5694597155517;52.2499847260505;41.5890380555221;64.5101238259254;67.1288181347105;0;68.0471258247672;63.2187259311328;69.8996755964684;72.4885812607919;71.9923324257953;71.4612493517434;0;67.503833248643;64.1416309912939;60.2344999026613;46.4164197793444;35.3021085340497;20.7565871846893;6.71611782650124;3.77770732589255;0;1.86269795232646;0;1073.4946762138356;0;0;1073.4946762138356
EST;Estonia;Women;15 to 19;15.8144655299012;40.238154662197;73.0762268203421;59.80592480911;70.1019649021426;71.4841612910554;0;81.622204613929;78.9482182488548;72.9182149409502;78.1238608190056;83.0400383549794;87.8481945135143;0;92.6136259995394;90.8318489778462;89.1187548065245;84.4163234769163;71.3211814959653;58.016448677213;35.0328505280801;26.7776740852334;16.1708242360123;0;0;1509.283204575474;0;0;1509.283204575474
RUS;Russian Federation;Women;15 to 19;6.99706774414703;33.1957390224591;68.8935519489949;52.388147495939;81.0326872344112;82.4514186872024;0;86.6680336379879;75.1043007947367;83.9146203049111;88.1961911740351;89.853583739347;91.6204448417442;0;91.5738082753533;88.3068793544646;85.6545530744226;53.8842950993558;41.3119275463393;27.231708673195;0;0;0;0;0;1355.8948980793239;0;0;1355.8948980793239
LVA;Latvia;Women;15 to 19;0;35.3549805267159;73.976689376963;58.884976340365;84.5644691203967;83.5037667522134;0;85.5269859664588;80.3186975399209;82.429384068088;85.7806585783885;87.3298160439938;88.7425871273936;0;85.4091039311291;85.5512152331448;85.6844229450265;79.3789735885212;66.091197511009;50.0914183792451;18.6589122303044;7.00947235525002;10.1225698939917;0;0;1444.3865843340968;0;0;1444.3865843340968
COL;Colombia;Women;25 to 54;27.3013198019022;46.0201386641828;63.6112245218381;63.6829270351138;74.1531877623204;74.7851285732694;0;73.9089921357133;69.8073494908508;75.4366918103448;77.4347084084837;76.4871645823914;75.40649424458;0;72.7493210733889;69.9203126611021;66.8568574740026;56.5786190620044;50.427940365159;42.5439528827869;29.5858338725297;18.7060262103642;20.5588243461591;0;0;1360.8699579375773;13.3161148830478;4.93255096613034;1360.8699579375773
