COUNTRY_ISO3;Country;Sex;Age;15 to 19;15 to 24;15 to 64;20 to 24;25 to 29;25 to 34;25 to 39;25 to 54;25 to 64;30 to 34;35 to 39;35 to 44;40 to 44;40 to 49;45 to 49;45 to 54;50 to 54;55 to 59;55 to 64;60 to 64;65 to 69;65+;70 to 74;70+;75+;Total;75 to 79+;80+;Total
USA;United States;Men;15 to 19;52.7877364321919;68.5922047702152;83.9232098990083;82.6392704098451;92.527925387702;93.3947451062494;0;91.6338432930437;87.6487884870932;94.2033383915023;93.2211227226486;92.662792842649;92.1074418176801;0;90.1731734808894;88.5869861148925;86.7882872414594;77.034749034749;67.296900630234;54.9530148786218;30.325240494732;17.7317090546413;18.021293170605;0;8.09278350515464;1713.9684862591237;0;0;1713.9684862591237
OECD;OECD countries;Men;15 to 19;38.5998076721032;56.8429427751346;80.8396921904905;75.0299954088546;91.2517616481552;93.1594566316188;0;92.5879939190336;87.2048265689115;95.0432322886784;94.8996333872982;94.4352158846923;93.9486932032661;0;91.8239452282416;89.8005015730238;87.6341008498846;75.7464887265772;62.7993273081735;48.0890139828832;21.9012072440124;13.659350881067;12.8272690774791;5.77727552435974;6.59752336058896;1676.2837295103213;15.8708043054748;3.8880785543013;1676.2837295103213
ISR;Israel;Men;15 to 19;44.4462093248776;61.8943882013573;77.5287719625425;81.1718146192181;84.2489798047428;87.4541242324565;0;87.4887004004051;83.8715834242531;90.9163281448521;89.2302221836226;87.7987142965258;86.4612059345586;0;87.9326148806254;87.1862266041018;86.3769497813693;69.5812451857724;63.4691378966241;56.6152881781131;27.4243017354917;15.8428352461391;19.8567399441194;0;5.30220847176527;1622.365419268079;0;0;1622.365419268079
CHL;Chile;Men;15 to 19;24.8258371418331;47.5949054029456;80.1298117841563;74.6030010647327;88.7094265911508;92.707064828335;0;93.493950654365;90.9191140041726;96.4976920324728;93.9860199336552;94.9420573752652;96.0148801154245;0;94.5932601347405;92.6772872741274;90.4455906407944;84.1640461642555;76.7799788539239;67.6337699211212;42.6344680305561;28.8747921661522;30.7271224356321;0;0;1758.4774625395207;20.7866632390777;5.09131075443279;1758.4774625395207
CHN;China;Men;15 to 19;49.1024130658881;68.03924020942;87.8042843929982;90.2331406425331;97.8951730047561;97.9895614655394;0;96.8422405882316;93.2601266538744;98.0736932993986;97.8870250437357;97.6919515947662;97.4381016308856;0;96.4080050534188;94.0501589035714;90.9019006131212;80.2964587552785;70.8393365252254;60.3452492944497;0;33.7624133225992;0;0;0;1764.7357620938005;0;0;1764.7357620938005
IND;India;Men;15 to 19;47.5910756667958;63.6239654264722;84.9111710716941;83.5921859998237;95.7362931560741;96.6648457788324;0;96.6757495594786;94.4862899417531;97.7193526124288;97.6363500715879;97.4943720617138;97.3219526887344;0;96.8470212542686;95.507279278757;93.800511300752;87.9325004966272;80.01396356602;71.2930733805245;61.6080305295274;46.8138455993837;44.2378829833152;0;0;1945.9718868144246;32.3585136427686;17.301975625734;1945.9718868144246
SVN;Slovenia;Men;15 to 19;15.8892725541095;41.7301160567821;71.8935784560086;64.7770073467698;89.0849874531966;92.6699974105172;0;90.5863496096108;80.0476964800348;96.0210240072846;93.8676210823072;92.7716666950926;91.6255216340135;0;89.2627346470544;86.442107220467;82.3304729231456;47.7143782248618;34.6156674855058;19.2211246899621;15.7992372433295;11.5446377204241;9.46739879090365;0;7.56574482068676;1453.3062152416344;0;0;1453.3062152416344
EST;Estonia;Men;15 to 19;22.1624181668385;52.1290001641689;76.3361495599208;83.3174982246028;93.1544676247033;94.6750327234656;0;89.1925345742514;83.4133002030687;96.3308317359544;91.0317313381297;90.440573665999;89.845257904132;0;82.0178275503084;81.5218666899656;80.9481936074076;73.814222973867;59.9899702952113;46.5138663543379;20.0858370226819;16.021659117914;10.6053381943754;0;0;1574.5224344705628;0;0;1574.5224344705628
RUS;Russian Federation;Men;15 to 19;22.1129020814096;47.4559106601447;75.8637634007619;75.7922219673636;92.154213379759;92.764833971745;0;91.4428143989669;84.6724188656274;93.4305283287262;93.4108683693055;92.5148393414262;91.6395333123641;0;90.4516757694167;88.6277441383612;86.1095736699387;71.3513849610847;50.6007447170882;36.1192639331288;0;14.5775351170051;0;0;0;1534.096073803309;0;0;1534.096073803309
LVA;Latvia;Men;15 to 19;16.031948309817;43.4098023655211;72.3345227371579;73.7625738937799;90.6773693442301;91.2450028538991;0;87.8397011197128;80.7704175604916;91.8427236338297;90.6944407571321;89.0984731029898;87.467578943199;0;82.2236373740626;82.2108533553919;82.1961806782122;71.6677750862251;53.9250053178824;35.8916684405747;17.4628077722827;10.5859186975358;9.3319313098286;0;1.96593105629333;1491.4689428845318;0;0;1491.4689428845318
