COUNTRY_ISO3;Country;Sex;Age;15 to 19;15 to 24;15 to 64;20 to 24;25 to 29;25 to 34;25 to 39;25 to 54;25 to 64;30 to 34;35 to 39;35 to 44;40 to 44;40 to 49;45 to 49;45 to 54;50 to 54;55 to 59;55 to 64;60 to 64;65 to 69;65+;70 to 74;70+;75+;Total;75 to 79+;80+;Total
AUS;Australia;Women;15 to 19;57.626155290065;67.18982488066;69.9713004297276;75.9066753471753;74.4893640286613;72.9217887931145;0;75.1468364187904;70.6727363682386;71.2498559995625;72.4189685013324;74.2787789798048;76.2043350201786;0;79.7328516081279;78.3136363505889;76.8073108367873;64.5160047212632;54.1478519896868;42.6985586111594;17.797780439269;6.82116439574488;0;2.49834111512569;0;1398.6373545075703;0;0;1398.6373545075703
AUT;Austria;Women;15 to 19;36.6051917642899;53.9870182394118;68.8994151586739;70.5022836414234;81.4131356824272;81.3163335399068;0;82.3662450248104;72.0972249865053;81.2143304981232;83.4832712699274;84.7113318669438;85.7716845413422;0;84.2772762165631;80.9054163624394;77.0207432160726;51.52569111982;33.610644941561;14.4421788428041;6.60255428320854;3.4773789264203;4.49534816306421;0;1.08153759247352;1348.1176662049998;0;0;1348.1176662049998
BEL;Belgium;Women;15 to 19;7.50908496569532;29.7659913355009;61.8180238944782;50.9654095546036;83.555401892265;83.9973835562145;0;80.3960711306592;68.942416071346;84.4335632046122;85.2987338803762;84.0298405417688;82.827709764344;0;77.5140091402653;73.7800125417974;69.8400823257397;45.677019993187;30.8651038630016;15.0068254137886;2.79328414516431;1.21562958246765;0.992875994530146;0;0.65312792719788;1217.3001686010382;0;0;1217.3001686010382
CAN;Canada;Women;15 to 19;53.7744655413597;64.8198056443063;74.2559743892602;75.4367091756673;82.6423991133795;81.7525318570727;0;82.3401487037799;76.4680058691571;80.8425340873831;81.5654966219152;82.9006984258778;84.1619423479063;0;84.1780980545218;82.3580416589209;80.432924950105;67.4798896371341;56.471697962874;43.8757966532338;17.4123993459738;7.44796505291765;6.35705442809233;0;1.68424634532866;1493.4854087959839;0;0;1493.4854087959839
CZE;Czech Republic;Women;15 to 19;5.30217097033978;25.2612767605332;61.5244299210975;42.4785824509126;67.1338705857079;65.7998205926398;0;79.78005920458;69.0753317140072;64.7062011040742;80.8180810485565;85.2262737766622;90.6566705068451;0;91.699133879216;90.20296763394;88.7313665002602;60.2221896405816;37.9534757597474;15.5058236618024;7.32134466703686;3.16391195261375;2.42180622948403;0;0.628636440522836;1234.2572050413723;0;0;1234.2572050413723
DNK;Denmark;Women;15 to 19;60.9563534470643;67.4193383571502;76.0434182153589;74.1260846388576;79.8133479012343;82.8142405139741;0;85.2657412808716;77.9874227033662;85.4673957971292;85.2141677247491;86.4399200421244;87.6244125132536;0;86.931885181582;86.1614805838933;85.3166616923594;78.8162060804864;55.8511352768236;33.8706688020306;7.14649065472007;3.04070226481819;3.43582994627927;0;0.0834043421176288;1509.4335620394784;0;0;1509.4335620394784
FIN;Finland;Women;15 to 19;32.9341317365269;49.3788819875776;72.484366117112;67.0967741935484;77.1084337349398;77.1771771771772;0;84.3629343629344;77.6617954070981;77.2455089820359;84.0764331210191;86.5853658536585;88.8888888888889;0;89.8395721925134;88.8;87.7659574468085;79.8969072164949;60.3491271820449;42.0289855072464;7.19424460431655;4.9618320610687;2.4390243902439;0;0;1465.7379948104585;0;0;1465.7379948104585
FRA;France;Women;15 to 19;12.1769380414308;35.1634935237236;65.7928676635111;57.334610626333;81.779751633861;81.6003737987278;0;83.3616318316046;72.5846227049269;81.420057009588;84.24966581996;84.8666503985034;85.4738429281511;0;86.0318725593953;83.4274524118516;80.7267984581738;60.6642129055375;39.5052979718298;17.370844605685;3.06630033437581;1.00467694362197;0.808457681504043;0;0.200656122836943;1301.529733754233;0;0;1301.529733754233
DEU;Germany;Women;15 to 19;27.2594040058622;48.8513513513514;70.8190805548246;67.321353949018;77.8142974527527;77.9255871960091;0;81.3405797101449;75.2199611965889;78.039545645772;79.9683293745051;82.4450876894262;84.3143113235734;0;84.6680559690384;82.8873677660236;80.9384164222874;70.3193033381712;54.4842605424668;35.4684095860566;6.57467532467532;2.75751072961373;2.46118894358198;0;0.711743772241993;1378.9116769229042;0;0;1378.9116769229042
GRC;Greece;Women;15 to 19;6.12126055293062;27.0554762441137;57.5028781941015;46.6044875885362;78.9013439236715;77.2790945282006;0;72.3549382389484;63.3683712619569;75.8187128946968;76.4165811015492;75.9869866922597;75.5973917758643;0;70.058609551209;63.2993118822977;56.5405632585053;41.2119601055598;31.0692407872684;21.3704173533513;5.50172107126702;2.10550350656948;1.8795563674202;0;0.444383533360351;1114.6499112960666;0;0;1114.6499112960666
