id,voti,voti_nona,idComune,value,desc,PRO_COM,PRO_COM_T,COMUNE,COMUNE_U,idpartizione,nlista,nlistamacro,idpartizione_r,nraggrup,nome,nome_breve,nome2,nome_breve2,immagine,tipo_lista,blocco_ins,idComune
1,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,,,,,,,,,,,,,
18,11,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,7,18,0,3,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,100
14,3,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,4,14,0,3,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,100
15,1,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,5,15,0,3,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,100
16,32,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,3,16,0,3,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,100
17,6,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,6,17,0,3,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,100
13,1,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,8,13,0,3,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,100
8,2,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,15,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,100
6,89,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,100
9,13,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,100
7,2,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,12,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,100
5,14,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,17,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,100
10,1,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,16,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,100
12,2,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,9,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,100
2,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,1,2,0,1,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,100
11,2,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,10,11,0,5,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,100
4,2,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,11,4,0,6,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,100
3,1,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,0,2,3,0,2,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,100
1,2,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,,,,,,,,,,,,,
18,6,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,7,18,0,3,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,100
14,10,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,4,14,0,3,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,100
15,3,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,5,15,0,3,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,100
16,80,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,3,16,0,3,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,100
17,5,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,6,17,0,3,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,100
13,2,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,8,13,0,3,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,100
8,32,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,15,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,100
6,99,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,100
9,20,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,100
7,9,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,12,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,100
5,81,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,17,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,100
10,4,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,16,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,100
12,28,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,9,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,100
2,3,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,1,2,0,1,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,100
11,12,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,10,11,0,5,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,100
4,4,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,11,4,0,6,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,100
3,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,0,2,3,0,2,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,100
1,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,,,,,,,,,,,,,
18,155,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,7,18,0,3,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,100
14,6,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,4,14,0,3,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,100
15,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,5,15,0,3,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,100
16,35,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,3,16,0,3,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,100
17,1,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,6,17,0,3,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,100
13,1,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,8,13,0,3,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,100
8,17,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,15,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,100
6,82,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,100
9,78,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,100
7,6,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,12,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,100
5,58,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,17,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,100
10,9,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,16,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,100
12,12,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,9,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,100
2,1,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,1,2,0,1,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,100
11,2,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,10,11,0,5,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,100
4,1,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,11,4,0,6,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,100
3,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,0,2,3,0,2,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,100
11,10,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,10,11,0,5,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,100
1,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,,,,,,,,,,,,,
4,5,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,11,4,0,6,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,100
12,41,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,9,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,100
14,16,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,4,14,0,3,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,100
16,181,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,3,16,0,3,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,100
17,10,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,6,17,0,3,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,100
15,2,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,5,15,0,3,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,100
13,19,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,8,13,0,3,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,100
18,65,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,7,18,0,3,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,100
2,1,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,1,2,0,1,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,100
5,113,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,17,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,100
9,16,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,100
6,132,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,100
10,2,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,16,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,100
8,3,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,15,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,100
7,12,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,12,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,100
3,1,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,0,2,3,0,2,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,100
1,12,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,,,,,,,,,,,,,
18,226,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,7,18,0,3,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,100
14,310,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,4,14,0,3,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,100
15,115,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,5,15,0,3,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,100
16,1390,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,3,16,0,3,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,100
17,60,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,6,17,0,3,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,100
13,25,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,8,13,0,3,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,100
8,1414,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,15,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,100
6,1182,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,100
9,365,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,100
7,193,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,12,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,100
5,1323,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,17,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,100
10,43,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,16,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,100
12,674,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,9,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,100
2,28,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,1,2,0,1,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,100
11,199,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,10,11,0,5,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,100
4,149,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,11,4,0,6,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,100
3,25,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,0,2,3,0,2,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,100
1,13,0,151,151,TREIA,43054,043054,Treia,TREIA,,,,,,,,,,,,,
18,88,0,151,151,TREIA,43054,043054,Treia,TREIA,0,7,18,0,3,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,100
14,180,0,151,151,TREIA,43054,043054,Treia,TREIA,0,4,14,0,3,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,100
15,34,0,151,151,TREIA,43054,043054,Treia,TREIA,0,5,15,0,3,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,100
16,459,0,151,151,TREIA,43054,043054,Treia,TREIA,0,3,16,0,3,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,100
17,31,0,151,151,TREIA,43054,043054,Treia,TREIA,0,6,17,0,3,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,100
13,30,0,151,151,TREIA,43054,043054,Treia,TREIA,0,8,13,0,3,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,100
8,101,0,151,151,TREIA,43054,043054,Treia,TREIA,0,15,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,100
6,1100,0,151,151,TREIA,43054,043054,Treia,TREIA,0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,100
9,162,0,151,151,TREIA,43054,043054,Treia,TREIA,0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,100
7,80,0,151,151,TREIA,43054,043054,Treia,TREIA,0,12,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,100
5,837,0,151,151,TREIA,43054,043054,Treia,TREIA,0,17,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,100
10,122,0,151,151,TREIA,43054,043054,Treia,TREIA,0,16,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,100
12,176,0,151,151,TREIA,43054,043054,Treia,TREIA,0,9,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,100
2,18,0,151,151,TREIA,43054,043054,Treia,TREIA,0,1,2,0,1,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,100
11,32,0,151,151,TREIA,43054,043054,Treia,TREIA,0,10,11,0,5,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,100
4,36,0,151,151,TREIA,43054,043054,Treia,TREIA,0,11,4,0,6,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,100
3,11,0,151,151,TREIA,43054,043054,Treia,TREIA,0,2,3,0,2,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,100
1,12,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,,,,,,,,,,,,,
18,12,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,0,7,18,0,3,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,100
14,16,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,0,4,14,0,3,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,100
15,10,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,0,5,15,0,3,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,100
16,398,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,0,3,16,0,3,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,100
17,7,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,0,6,17,0,3,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,100
