id,voti,voti_nona,voti_solosindpres,idComune,value,desc,PRO_COM,PRO_COM_T,COMUNE,COMUNE_U,n,idpartizione,nraggrup,nraggrupmacro,nome,nome_breve,nome2,nome_breve2,nome_cand,cognome_cand,data_nascita_cand,luogo_nascita_cand,immagine,blocco_ins
2,27,0,0,144,144,SAN SEVERINO MARCHE,43047,043047,San Severino Marche,SAN SEVERINO MARCHE,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,105,0,0,144,144,SAN SEVERINO MARCHE,43047,043047,San Severino Marche,SAN SEVERINO MARCHE,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,90,0,0,144,144,SAN SEVERINO MARCHE,43047,043047,San Severino Marche,SAN SEVERINO MARCHE,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,31,0,0,144,144,SAN SEVERINO MARCHE,43047,043047,San Severino Marche,SAN SEVERINO MARCHE,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,142,0,0,145,145,SANT'ANGELO IN PONTANO,43048,043048,Sant'Angelo in Pontano,SANT'ANGELO IN PONTANO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,426,0,0,145,145,SANT'ANGELO IN PONTANO,43048,043048,Sant'Angelo in Pontano,SANT'ANGELO IN PONTANO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,37,0,0,145,145,SANT'ANGELO IN PONTANO,43048,043048,Sant'Angelo in Pontano,SANT'ANGELO IN PONTANO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,2,0,0,145,145,SANT'ANGELO IN PONTANO,43048,043048,Sant'Angelo in Pontano,SANT'ANGELO IN PONTANO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,9,0,0,145,145,SANT'ANGELO IN PONTANO,43048,043048,Sant'Angelo in Pontano,SANT'ANGELO IN PONTANO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,16,0,0,145,145,SANT'ANGELO IN PONTANO,43048,043048,Sant'Angelo in Pontano,SANT'ANGELO IN PONTANO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,1,0,0,145,145,SANT'ANGELO IN PONTANO,43048,043048,Sant'Angelo in Pontano,SANT'ANGELO IN PONTANO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,452,0,0,146,146,SARNANO,43049,043049,Sarnano,SARNANO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,930,0,0,146,146,SARNANO,43049,043049,Sarnano,SARNANO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,81,0,0,146,146,SARNANO,43049,043049,Sarnano,SARNANO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,9,0,0,146,146,SARNANO,43049,043049,Sarnano,SARNANO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,8,0,0,146,146,SARNANO,43049,043049,Sarnano,SARNANO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,14,0,0,146,146,SARNANO,43049,043049,Sarnano,SARNANO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,6,0,0,146,146,SARNANO,43049,043049,Sarnano,SARNANO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,65,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,130,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,3,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,0,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,2,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,2,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,1,0,0,147,147,SEFRO,43050,043050,Sefro,SEFRO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,131,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,283,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,55,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,3,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,16,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,6,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,1,0,0,148,148,SERRAPETRONA,43051,043051,Serrapetrona,SERRAPETRONA,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,206,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,266,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,22,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,1,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,2,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,3,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,0,0,0,149,149,SERRAVALLE DI CHIENTI,43052,043052,Serravalle di Chienti,SERRAVALLE DI CHIENTI,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,13,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,7,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
7,53,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,315,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
2,3,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
5,293,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
3,1,0,0,14,14,FRONTONE,41018,041018,Frontone,FRONTONE,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,2531,0,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,5010,0,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,1309,0,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,54,0,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,260,0,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,174,0,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,45,0,0,150,150,TOLENTINO,43053,043053,Tolentino,TOLENTINO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,1116,0,0,151,151,TREIA,43054,043054,Treia,TREIA,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,2842,0,0,151,151,TREIA,43054,043054,Treia,TREIA,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,325,0,0,151,151,TREIA,43054,043054,Treia,TREIA,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,24,0,0,151,151,TREIA,43054,043054,Treia,TREIA,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,49,0,0,151,151,TREIA,43054,043054,Treia,TREIA,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,55,0,0,151,151,TREIA,43054,043054,Treia,TREIA,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,20,0,0,151,151,TREIA,43054,043054,Treia,TREIA,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,521,0,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,665,0,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,117,0,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,6,0,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,20,0,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,12,0,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,4,0,0,152,152,URBISAGLIA,43055,043055,Urbisaglia,URBISAGLIA,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,35,0,0,153,153,USSITA,43056,043056,Ussita,USSITA,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,172,0,0,153,153,USSITA,43056,043056,Ussita,USSITA,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,15,0,0,153,153,USSITA,43056,043056,Ussita,USSITA,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,1,0,0,153,153,USSITA,43056,043056,Ussita,USSITA,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,7,0,0,153,153,USSITA,43056,043056,Ussita,USSITA,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,4,0,0,153,153,USSITA,43056,043056,Ussita,USSITA,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,1,0,0,153,153,USSITA,43056,043056,Ussita,USSITA,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,132,0,0,154,154,VISSO,43057,043057,Visso,VISSO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,344,0,0,154,154,VISSO,43057,043057,Visso,VISSO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,30,0,0,154,154,VISSO,43057,043057,Visso,VISSO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,4,0,0,154,154,VISSO,43057,043057,Visso,VISSO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,5,0,0,154,154,VISSO,43057,043057,Visso,VISSO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,9,0,0,154,154,VISSO,43057,043057,Visso,VISSO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,1,0,0,154,154,VISSO,43057,043057,Visso,VISSO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,80,0,0,155,155,VALFORNACE,43058,043058,Valfornace,VALFORNACE,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
5,329,0,0,155,155,VALFORNACE,43058,043058,Valfornace,VALFORNACE,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
7,28,0,0,155,155,VALFORNACE,43058,043058,Valfornace,VALFORNACE,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
2,4,0,0,155,155,VALFORNACE,43058,043058,Valfornace,VALFORNACE,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
6,6,0,0,155,155,VALFORNACE,43058,043058,Valfornace,VALFORNACE,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,5,0,0,155,155,VALFORNACE,43058,043058,Valfornace,VALFORNACE,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
3,5,0,0,155,155,VALFORNACE,43058,043058,Valfornace,VALFORNACE,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
2,3,0,0,156,156,ACQUASANTA TERME,44001,044001,Acquasanta Terme,ACQUASANTA TERME,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
3,9,0,0,156,156,ACQUASANTA TERME,44001,044001,Acquasanta Terme,ACQUASANTA TERME,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
4,18,0,0,156,156,ACQUASANTA TERME,44001,044001,Acquasanta Terme,ACQUASANTA TERME,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,775,0,0,156,156,ACQUASANTA TERME,44001,044001,Acquasanta Terme,ACQUASANTA TERME,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
6,6,0,0,156,156,ACQUASANTA TERME,44001,044001,Acquasanta Terme,ACQUASANTA TERME,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
7,98,0,0,156,156,ACQUASANTA TERME,44001,044001,Acquasanta Terme,ACQUASANTA TERME,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,407,0,0,156,156,ACQUASANTA TERME,44001,044001,Acquasanta Terme,ACQUASANTA TERME,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
2,3,0,0,157,157,ACQUAVIVA PICENA,44002,044002,Acquaviva Picena,ACQUAVIVA PICENA,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
3,8,0,0,157,157,ACQUAVIVA PICENA,44002,044002,Acquaviva Picena,ACQUAVIVA PICENA,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
4,23,0,0,157,157,ACQUAVIVA PICENA,44002,044002,Acquaviva Picena,ACQUAVIVA PICENA,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,891,0,0,157,157,ACQUAVIVA PICENA,44002,044002,Acquaviva Picena,ACQUAVIVA PICENA,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
6,29,0,0,157,157,ACQUAVIVA PICENA,44002,044002,Acquaviva Picena,ACQUAVIVA PICENA,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
7,157,0,0,157,157,ACQUAVIVA PICENA,44002,044002,Acquaviva Picena,ACQUAVIVA PICENA,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,503,0,0,157,157,ACQUAVIVA PICENA,44002,044002,Acquaviva Picena,ACQUAVIVA PICENA,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
2,9,0,0,158,158,APPIGNANO DEL TRONTO,44005,044005,Appignano del Tronto,APPIGNANO DEL TRONTO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
3,4,0,0,158,158,APPIGNANO DEL TRONTO,44005,044005,Appignano del Tronto,APPIGNANO DEL TRONTO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
4,17,0,0,158,158,APPIGNANO DEL TRONTO,44005,044005,Appignano del Tronto,APPIGNANO DEL TRONTO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,615,0,0,158,158,APPIGNANO DEL TRONTO,44005,044005,Appignano del Tronto,APPIGNANO DEL TRONTO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
