"Tassi generici del movimento anagrafico, anni 2022/2041, scenario mediano, per 1.000 abitanti"
"Anno";"Codice comune";"Comune";"Codice provincia";"Provincia";"Tasso di natalità";"Tasso di mortalità";"Tasso migratorio netto";"Tasso totale di crescita"
2034;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;16,7;-4,9;-15,9
2034;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,2;11,5;-3,5;-7,8
2034;"101008";"Cirò Marina";"101";"Crotone";7,5;12,2;-1,6;-6,3
2034;"080028";"Cittanova";"080";"Reggio di Calabria";7,1;12,6;-2,2;-7,8
2034;"078157";"Corigliano-Rossano";"078";"Cosenza";7;11,2;0,7;-3,4
2034;"078045";"Cosenza";"078";"Cosenza";5,8;13,8;1,9;-6,1
2034;"101009";"Cotronei";"101";"Crotone";7,3;13,3;1,9;-4
2034;"078047";"Crosia";"078";"Cosenza";7,1;10,3;4,3;1,2
2034;"101010";"Crotone";"101";"Crotone";6,6;12;-1,2;-6,6
2034;"079039";"Curinga";"079";"Catanzaro";6,8;12,1;0,1;-5,2
2034;"101012";"Cutro";"101";"Crotone";6,4;15,8;-6;-15,4
2034;"079042";"Davoli";"079";"Catanzaro";5,4;12,2;4,4;-2,4
2034;"078048";"Diamante";"078";"Cosenza";4,7;14,8;2,6;-7,5
2034;"078058";"Fuscaldo";"078";"Cosenza";5,9;12,6;2,3;-4,4
2034;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;10,9;-0,8;-4
2034;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;10,8;3,3;0,2
2034;"079059";"Girifalco";"079";"Catanzaro";5,4;16,2;-1,5;-12,3
2034;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,8;8,7;3,6;5,7
2034;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;12;-1,5;-6,9
2034;"080043";"Locri";"080";"Reggio di Calabria";6,5;13,1;0,5;-6,1
2034;"078070";"Luzzi";"078";"Cosenza";5,9;13,8;-1,9;-9,8
2034;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,3;12,9;-2,5;-9,1
2034;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;14,3;-2,3;-11,2
2034;"078079";"Mendicino";"078";"Cosenza";6,2;11,8;-1,9;-7,5
2034;"101015";"Mesoraca";"101";"Crotone";6,1;14,7;-9,8;-18,3
2034;"102021";"Mileto";"102";"Vibo Valentia";7,4;12,9;-1,7;-7,3
2034;"078081";"Montalto Uffugo";"078";"Cosenza";7,6;9,5;2;0,1
2034;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,8;14,7;0;-8,8
2034;"079081";"Montepaone";"079";"Catanzaro";6,7;10,3;6,9;3,3
2034;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;16;-3,6;-14,7
2034;"102025";"Nicotera";"102";"Vibo Valentia";5,6;13,7;1,6;-6,5
2034;"080057";"Palmi";"080";"Reggio di Calabria";7;12,3;-2,3;-7,7
2034;"078091";"Paola";"078";"Cosenza";5,2;14,3;-2,3;-11,4
2034;"101017";"Petilia Policastro";"101";"Crotone";6,8;12,8;-3,7;-9,8
2034;"102027";"Pizzo";"102";"Vibo Valentia";5,3;12,8;2,1;-5,5
2034;"080061";"Polistena";"080";"Reggio di Calabria";6,7;11,3;-2,5;-7,1
2034;"078101";"Praia a Mare";"078";"Cosenza";5;14,7;1,3;-8,5
2034;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;13,8;-2,4;-10,5
2034;"078102";"Rende";"078";"Cosenza";5,9;10,8;6,6;1,7
2034;"080065";"Rizziconi";"080";"Reggio di Calabria";7,2;11,4;-1,4;-5,6
2034;"101019";"Rocca di Neto";"101";"Crotone";7,9;12,3;-3,9;-8,3
2034;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;15,6;-0,5;-10,7
2034;"078104";"Roggiano Gravina";"078";"Cosenza";6,4;13,6;0,5;-6,7
2034;"078105";"Rogliano";"078";"Cosenza";5,4;14,1;-2,7;-11,3
2034;"080069";"Rosarno";"080";"Reggio di Calabria";9,4;10,3;3;2,1
2034;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,4;14,7;-5,8;-15
2034;"078122";"San Lucido";"078";"Cosenza";6,4;10,8;15;10,6
2034;"078123";"San Marco Argentano";"078";"Cosenza";5,3;12,5;5;-2,1
2034;"078138";"Scalea";"078";"Cosenza";5,6;11,7;9,7;3,6
2034;"079127";"Sellia Marina";"079";"Catanzaro";7;11;3,3;-0,6
2034;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,1;12,3;-5;-10,2
2034;"080088";"Siderno";"080";"Reggio di Calabria";7;11,3;0,6;-3,6
2034;"079137";"Soverato";"079";"Catanzaro";4,4;15,4;1,2;-9,8
2034;"078142";"Spezzano Albanese";"078";"Cosenza";6,6;14,6;-0,6;-8,7
2034;"101025";"Strongoli";"101";"Crotone";6,9;12,5;-2;-7,6
2034;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;12,4;-3;-8,6
2034;"078149";"Tortora";"078";"Cosenza";5,4;12,7;1,8;-5,5
2034;"078150";"Trebisacce";"078";"Cosenza";6,2;13,9;3,1;-4,5
2034;"102044";"Tropea";"102";"Vibo Valentia";4,7;15,5;-2,3;-13,2
2034;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,8;13,5;-4,1;-11,8
2034;"078154";"Villapiana";"078";"Cosenza";7;13,9;5,2;-1,6
2034;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,2;14,1;-3,7;-12,6
2035;"078003";"Acri";"078";"Cosenza";5,3;15,7;-4,9;-15,3
2035;"078010";"Amantea";"078";"Cosenza";6,2;12,4;3,8;-2,4
2035;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;14,7;-5,1;-12,8
2035;"078015";"Belvedere Marittimo";"078";"Cosenza";4,8;13,8;6,4;-2,6
2035;"078017";"Bisignano";"078";"Cosenza";7,1;13,1;-0,1;-6,2
2035;"079011";"Borgia";"079";"Catanzaro";6;13,3;-3,9;-11,1
2035;"079012";"Botricello";"079";"Catanzaro";5,9;12,1;-1,7;-7,9
2035;"080012";"Bovalino";"080";"Reggio di Calabria";8,7;12,1;1;-2,4
2035;"078025";"Cariati";"078";"Cosenza";6,7;15,2;-3,9;-12,5
2035;"078156";"Casali del Manco";"078";"Cosenza";6;13,9;-3,4;-11,3
2035;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;13,7;-2,3;-9,6
2035;"078031";"Castrolibero";"078";"Cosenza";5,3;14,4;-4,2;-13,3
2035;"078033";"Castrovillari";"078";"Cosenza";5,8;14,3;-0,5;-9
2035;"079023";"Catanzaro";"079";"Catanzaro";5,7;14,4;-3,2;-11,9
2035;"080025";"Caulonia";"080";"Reggio di Calabria";6,5;13,2;5,7;-1
2035;"078040";"Cetraro";"078";"Cosenza";5,1;14,9;2,3;-7,6
2035;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;17;-4,8;-16,1
2035;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,2;11,7;-3,4;-8
2035;"101008";"Cirò Marina";"101";"Crotone";7,5;12,5;-1,5;-6,5
2035;"080028";"Cittanova";"080";"Reggio di Calabria";7;12,8;-2,1;-7,9
2035;"078157";"Corigliano-Rossano";"078";"Cosenza";7;11,4;0,8;-3,6
2035;"078045";"Cosenza";"078";"Cosenza";5,8;14;1,9;-6,3
2035;"101009";"Cotronei";"101";"Crotone";7,4;13,4;1,9;-4,1
2035;"078047";"Crosia";"078";"Cosenza";7,1;10,4;4,3;1
2035;"101010";"Crotone";"101";"Crotone";6,6;12,2;-1,1;-6,7
2035;"079039";"Curinga";"079";"Catanzaro";6,7;12,3;0,2;-5,4
2035;"101012";"Cutro";"101";"Crotone";6,3;16;-5,8;-15,5
2035;"079042";"Davoli";"079";"Catanzaro";5,4;12,4;4,4;-2,7
2035;"078048";"Diamante";"078";"Cosenza";4,7;15;2,7;-7,7
2035;"078058";"Fuscaldo";"078";"Cosenza";5,8;12,8;2,3;-4,6
2035;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;11,1;-0,8;-4,1
2035;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;10,9;3,2;0,1
2035;"079059";"Girifalco";"079";"Catanzaro";5,4;16,5;-1,5;-12,6
2035;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,8;8,9;3,5;5,5
2035;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;12,2;-1,4;-7,1
2035;"080043";"Locri";"080";"Reggio di Calabria";6,4;13,2;0,5;-6,2
2035;"078070";"Luzzi";"078";"Cosenza";5,9;14;-1,9;-10
2035;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,3;13,1;-2,5;-9,3
2035;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;14,5;-2,2;-11,4
2035;"078079";"Mendicino";"078";"Cosenza";6,2;12,1;-1,9;-7,8
2035;"101015";"Mesoraca";"101";"Crotone";6,1;14,9;-9,8;-18,6
2035;"102021";"Mileto";"102";"Vibo Valentia";7,4;13,1;-1,6;-7,3
2035;"078081";"Montalto Uffugo";"078";"Cosenza";7,6;9,7;1,9;-0,2
2035;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,8;14,8;0,1;-8,9
2035;"079081";"Montepaone";"079";"Catanzaro";6,8;10,5;6,6;2,9
2035;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;16,3;-3,5;-14,9
2035;"102025";"Nicotera";"102";"Vibo Valentia";5,5;13,8;1,7;-6,6
2035;"080057";"Palmi";"080";"Reggio di Calabria";7;12,5;-2,3;-7,9
2035;"078091";"Paola";"078";"Cosenza";5,2;14,6;-2,2;-11,6
2035;"101017";"Petilia Policastro";"101";"Crotone";6,7;13;-3,7;-10
2035;"102027";"Pizzo";"102";"Vibo Valentia";5,3;13,1;2,1;-5,6
2035;"080061";"Polistena";"080";"Reggio di Calabria";6,7;11,5;-2,5;-7,3
2035;"078101";"Praia a Mare";"078";"Cosenza";4,9;15;1,4;-8,6
2035;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;14;-2,3;-10,6
2035;"078102";"Rende";"078";"Cosenza";5,8;11;6,5;1,3
2035;"080065";"Rizziconi";"080";"Reggio di Calabria";7,2;11,6;-1,4;-5,8
2035;"101019";"Rocca di Neto";"101";"Crotone";7,8;12,5;-3,8;-8,5
2035;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;15,8;-0,5;-10,8
2035;"078104";"Roggiano Gravina";"078";"Cosenza";6,3;13,7;0,6;-6,8
2035;"078105";"Rogliano";"078";"Cosenza";5,5;14,3;-2,5;-11,4
2035;"080069";"Rosarno";"080";"Reggio di Calabria";9,5;10,4;2,9;2
2035;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,4;15;-5,7;-15,3
2035;"078122";"San Lucido";"078";"Cosenza";6,4;10,9;14,6;10,1
2035;"078123";"San Marco Argentano";"078";"Cosenza";5,3;12,6;5;-2,3
2035;"078138";"Scalea";"078";"Cosenza";5,6;11,9;9,6;3,3
2035;"079127";"Sellia Marina";"079";"Catanzaro";7;11,2;3,2;-0,9
2035;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,1;12,5;-4,9;-10,4
2035;"080088";"Siderno";"080";"Reggio di Calabria";7,1;11,5;0,6;-3,8
2035;"079137";"Soverato";"079";"Catanzaro";4,4;15,7;1,3;-10
2035;"078142";"Spezzano Albanese";"078";"Cosenza";6,6;14,8;-0,6;-8,8
2035;"101025";"Strongoli";"101";"Crotone";6,9;12,8;-1,9;-7,7
2035;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;12,7;-2,9;-8,8
2035;"078149";"Tortora";"078";"Cosenza";5,4;12,9;1,9;-5,6
2035;"078150";"Trebisacce";"078";"Cosenza";6,3;14,1;3,2;-4,6
2035;"102044";"Tropea";"102";"Vibo Valentia";4,7;15,8;-2,2;-13,3
2035;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;13,8;-4;-11,9
2035;"078154";"Villapiana";"078";"Cosenza";7,1;14;5,1;-1,8
2035;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,2;14,4;-3,6;-12,8
2036;"078003";"Acri";"078";"Cosenza";5,3;16;-4,8;-15,5
2036;"078010";"Amantea";"078";"Cosenza";6,2;12,6;3,8;-2,6
2036;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;14,9;-5;-12,9
2036;"078015";"Belvedere Marittimo";"078";"Cosenza";4,9;13,9;6,4;-2,7
2036;"078017";"Bisignano";"078";"Cosenza";7,1;13,3;-0,1;-6,3
2036;"079011";"Borgia";"079";"Catanzaro";6;13,6;-3,8;-11,4
2036;"079012";"Botricello";"079";"Catanzaro";5,9;12,4;-1,6;-8,1
2036;"080012";"Bovalino";"080";"Reggio di Calabria";8,7;12,3;1;-2,5
2036;"078025";"Cariati";"078";"Cosenza";6,7;15,5;-3,8;-12,7
2036;"078156";"Casali del Manco";"078";"Cosenza";6;14,1;-3,3;-11,5
2036;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;13,9;-2,2;-9,7
2036;"078031";"Castrolibero";"078";"Cosenza";5,3;14,7;-4,1;-13,5
2036;"078033";"Castrovillari";"078";"Cosenza";5,8;14,5;-0,4;-9,2
2036;"079023";"Catanzaro";"079";"Catanzaro";5,7;14,6;-3,2;-12,1
2036;"080025";"Caulonia";"080";"Reggio di Calabria";6,5;13,3;5,7;-1,1
2036;"078040";"Cetraro";"078";"Cosenza";5,1;15,1;2,3;-7,7
2036;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;17,3;-4,8;-16,3
2036;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,1;12;-3,4;-8,2
2036;"101008";"Cirò Marina";"101";"Crotone";7,5;12,7;-1,5;-6,7
2036;"080028";"Cittanova";"080";"Reggio di Calabria";7;13;-2,1;-8,1
2036;"078157";"Corigliano-Rossano";"078";"Cosenza";7;11,6;0,8;-3,7
2036;"078045";"Cosenza";"078";"Cosenza";5,9;14,1;1,9;-6,4
2036;"101009";"Cotronei";"101";"Crotone";7,5;13,5;1,9;-4,2
2036;"078047";"Crosia";"078";"Cosenza";7,1;10,6;4,3;0,8
2036;"101010";"Crotone";"101";"Crotone";6,6;12,4;-0,9;-6,8
2036;"079039";"Curinga";"079";"Catanzaro";6,6;12,5;0,2;-5,6
2036;"101012";"Cutro";"101";"Crotone";6,2;16,2;-5,7;-15,7
2036;"079042";"Davoli";"079";"Catanzaro";5,3;12,7;4,3;-3,1
2036;"078048";"Diamante";"078";"Cosenza";4,7;15,3;2,7;-7,8
2036;"078058";"Fuscaldo";"078";"Cosenza";5,8;13,1;2,4;-4,9
2036;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;11,3;-0,7;-4,2
2036;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;11;3,2;-0,1
2036;"079059";"Girifalco";"079";"Catanzaro";5,4;16,7;-1,4;-12,8
2036;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,9;9;3,5;5,4
2036;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;12,5;-1,4;-7,3
2036;"080043";"Locri";"080";"Reggio di Calabria";6,4;13,4;0,6;-6,3
2036;"078070";"Luzzi";"078";"Cosenza";5,9;14,2;-1,9;-10,1
2036;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,3;13,3;-2,4;-9,4
2036;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;14,8;-2,1;-11,6
2036;"078079";"Mendicino";"078";"Cosenza";6,2;12,4;-1,8;-8,1
2036;"101015";"Mesoraca";"101";"Crotone";6,1;15,2;-9,8;-19
2036;"102021";"Mileto";"102";"Vibo Valentia";7,4;13,2;-1,5;-7,3
2036;"078081";"Montalto Uffugo";"078";"Cosenza";7,6;9,9;1,7;-0,5
2036;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,8;15;0,2;-9
2036;"079081";"Montepaone";"079";"Catanzaro";6,8;10,7;6,4;2,5
2036;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;16,5;-3,4;-15
2036;"102025";"Nicotera";"102";"Vibo Valentia";5,4;14;1,8;-6,7
2036;"080057";"Palmi";"080";"Reggio di Calabria";7;12,8;-2,2;-8
2036;"078091";"Paola";"078";"Cosenza";5,3;15;-2,1;-11,8
2036;"101017";"Petilia Policastro";"101";"Crotone";6,7;13,2;-3,6;-10,2
2036;"102027";"Pizzo";"102";"Vibo Valentia";5,3;13,3;2,1;-5,8
2036;"080061";"Polistena";"080";"Reggio di Calabria";6,7;11,7;-2,4;-7,5
2036;"078101";"Praia a Mare";"078";"Cosenza";4,9;15,2;1,6;-8,8
2036;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;14,3;-2,3;-10,7
2036;"078102";"Rende";"078";"Cosenza";5,8;11,2;6,3;0,9
2036;"080065";"Rizziconi";"080";"Reggio di Calabria";7,1;11,9;-1,3;-6,1
2036;"101019";"Rocca di Neto";"101";"Crotone";7,7;12,6;-3,8;-8,7
2036;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;16;-0,4;-10,9
2036;"078104";"Roggiano Gravina";"078";"Cosenza";6,3;13,9;0,7;-7
2036;"078105";"Rogliano";"078";"Cosenza";5,5;14,6;-2,4;-11,5
2036;"080069";"Rosarno";"080";"Reggio di Calabria";9,6;10,5;2,9;2
2036;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,3;15,3;-5,7;-15,7
2036;"078122";"San Lucido";"078";"Cosenza";6,3;11;14,3;9,7
2036;"078123";"San Marco Argentano";"078";"Cosenza";5,4;12,7;4,9;-2,5
2036;"078138";"Scalea";"078";"Cosenza";5,6;12,1;9,6;3,1
2036;"079127";"Sellia Marina";"079";"Catanzaro";7;11,4;3,2;-1,2
2036;"102037";"Serra San Bruno";"102";"Vibo Valentia";7;12,8;-4,8;-10,6
2036;"080088";"Siderno";"080";"Reggio di Calabria";7,1;11,7;0,7;-3,9
2036;"079137";"Soverato";"079";"Catanzaro";4,3;16;1,4;-10,2
2036;"078142";"Spezzano Albanese";"078";"Cosenza";6,6;15;-0,5;-8,9
2036;"101025";"Strongoli";"101";"Crotone";7;13;-1,9;-7,9
2036;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;12,9;-2,9;-8,9
2036;"078149";"Tortora";"078";"Cosenza";5,4;13,2;2;-5,8
2036;"078150";"Trebisacce";"078";"Cosenza";6,3;14,3;3,2;-4,8
2036;"102044";"Tropea";"102";"Vibo Valentia";4,6;16,1;-2;-13,4
2036;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;14,1;-3,9;-12,1
2036;"078154";"Villapiana";"078";"Cosenza";7,1;14,1;5,1;-1,9
2036;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,2;14,6;-3,6;-13
2037;"078003";"Acri";"078";"Cosenza";5,4;16,3;-4,8;-15,7
2037;"078010";"Amantea";"078";"Cosenza";6,2;12,8;3,8;-2,8
2037;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7;15,1;-4,9;-13,1
2037;"078015";"Belvedere Marittimo";"078";"Cosenza";4,9;14,1;6,4;-2,8
2037;"078017";"Bisignano";"078";"Cosenza";7,1;13,5;-0,1;-6,5
2037;"079011";"Borgia";"079";"Catanzaro";6;13,9;-3,7;-11,7
2037;"079012";"Botricello";"079";"Catanzaro";6;12,7;-1,6;-8,3
2037;"080012";"Bovalino";"080";"Reggio di Calabria";8,8;12,4;1;-2,6
2037;"078025";"Cariati";"078";"Cosenza";6,7;15,8;-3,7;-12,9
2037;"078156";"Casali del Manco";"078";"Cosenza";6;14,4;-3,2;-11,7
2037;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;14,1;-2,1;-9,9
2037;"078031";"Castrolibero";"078";"Cosenza";5,4;15,1;-4;-13,7
2037;"078033";"Castrovillari";"078";"Cosenza";5,8;14,8;-0,4;-9,3
2037;"079023";"Catanzaro";"079";"Catanzaro";5,7;14,9;-3,1;-12,4
2037;"080025";"Caulonia";"080";"Reggio di Calabria";6,4;13,4;5,7;-1,3
2037;"078040";"Cetraro";"078";"Cosenza";5,2;15,4;2,4;-7,8
2037;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,7;17,6;-4,7;-16,6
2037;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,1;12,3;-3,3;-8,5
2037;"101008";"Cirò Marina";"101";"Crotone";7,5;12,9;-1,4;-6,9
2037;"080028";"Cittanova";"080";"Reggio di Calabria";7;13,2;-2;-8,2
2037;"078157";"Corigliano-Rossano";"078";"Cosenza";7;11,8;0,8;-3,9
2037;"078045";"Cosenza";"078";"Cosenza";5,9;14,3;1,9;-6,6
2037;"101009";"Cotronei";"101";"Crotone";7,5;13,7;1,9;-4,3
2037;"078047";"Crosia";"078";"Cosenza";7,1;10,7;4,2;0,7
2037;"101010";"Crotone";"101";"Crotone";6,6;12,7;-0,8;-6,9
2037;"079039";"Curinga";"079";"Catanzaro";6,6;12,7;0,2;-5,9
2037;"101012";"Cutro";"101";"Crotone";6,2;16,5;-5,5;-15,8
2037;"079042";"Davoli";"079";"Catanzaro";5,3;13;4,3;-3,5
2037;"078048";"Diamante";"078";"Cosenza";4,7;15,5;2,8;-7,9
2037;"078058";"Fuscaldo";"078";"Cosenza";5,8;13,3;2,4;-5,1
2037;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;11,4;-0,7;-4,3
2037;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;11,2;3,1;-0,2
2037;"079059";"Girifalco";"079";"Catanzaro";5,4;17;-1,4;-13
2037;"101013";"Isola di Capo Rizzuto";"101";"Crotone";11;9,2;3,4;5,2
2037;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;12,7;-1,3;-7,5
2037;"080043";"Locri";"080";"Reggio di Calabria";6,5;13,6;0,7;-6,4
2037;"078070";"Luzzi";"078";"Cosenza";5,9;14,4;-1,8;-10,3
2037;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,4;13,5;-2,4;-9,6
2037;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;15,1;-2;-11,7
2037;"078079";"Mendicino";"078";"Cosenza";6,2;12,7;-1,7;-8,3
2037;"101015";"Mesoraca";"101";"Crotone";6,1;15,6;-9,8;-19,3
2037;"102021";"Mileto";"102";"Vibo Valentia";7,4;13,4;-1,4;-7,4
2037;"078081";"Montalto Uffugo";"078";"Cosenza";7,7;10,1;1,5;-0,9
2037;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,9;15,1;0,2;-9
2037;"079081";"Montepaone";"079";"Catanzaro";6,8;10,9;6,2;2,1
2037;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;16,7;-3,3;-15,1
2037;"102025";"Nicotera";"102";"Vibo Valentia";5,4;14,2;1,9;-6,8
2037;"080057";"Palmi";"080";"Reggio di Calabria";7;13;-2,1;-8,2
2037;"078091";"Paola";"078";"Cosenza";5,3;15,3;-2;-12
2037;"101017";"Petilia Policastro";"101";"Crotone";6,7;13,5;-3,5;-10,3
2037;"102027";"Pizzo";"102";"Vibo Valentia";5,4;13,5;2,2;-5,9
2037;"080061";"Polistena";"080";"Reggio di Calabria";6,6;11,9;-2,4;-7,7
2037;"078101";"Praia a Mare";"078";"Cosenza";4,9;15,5;1,7;-8,9
2037;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;14,5;-2,2;-10,9
2037;"078102";"Rende";"078";"Cosenza";5,8;11,3;6,2;0,6
2037;"080065";"Rizziconi";"080";"Reggio di Calabria";7;12,1;-1,2;-6,4
2037;"101019";"Rocca di Neto";"101";"Crotone";7,6;12,8;-3,7;-9
2037;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;16,3;-0,3;-11,1
2037;"078104";"Roggiano Gravina";"078";"Cosenza";6,3;14,1;0,7;-7,1
2037;"078105";"Rogliano";"078";"Cosenza";5,5;14,9;-2,3;-11,6
2037;"080069";"Rosarno";"080";"Reggio di Calabria";9,7;10,6;2,9;1,9
2037;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,2;15,7;-5,6;-16
2037;"078122";"San Lucido";"078";"Cosenza";6,3;11;14;9,3
2037;"078123";"San Marco Argentano";"078";"Cosenza";5,4;12,9;4,9;-2,6
2037;"078138";"Scalea";"078";"Cosenza";5,6;12,3;9,5;2,8
2037;"079127";"Sellia Marina";"079";"Catanzaro";7,1;11,6;3,1;-1,4
2037;"102037";"Serra San Bruno";"102";"Vibo Valentia";7;13,1;-4,8;-10,8
2037;"080088";"Siderno";"080";"Reggio di Calabria";7,1;11,9;0,7;-4,1
2037;"079137";"Soverato";"079";"Catanzaro";4,3;16,2;1,5;-10,4
2037;"078142";"Spezzano Albanese";"078";"Cosenza";6,6;15,2;-0,5;-9,1
2037;"101025";"Strongoli";"101";"Crotone";7;13,2;-1,8;-8,1
2037;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;13,1;-2,8;-9,1
2037;"078149";"Tortora";"078";"Cosenza";5,4;13,5;2,1;-6
2037;"078150";"Trebisacce";"078";"Cosenza";6,4;14,5;3,2;-4,9
2037;"102044";"Tropea";"102";"Vibo Valentia";4,6;16,4;-1,9;-13,6
2037;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;14,4;-3,8;-12,3
2037;"078154";"Villapiana";"078";"Cosenza";7,2;14,2;5;-2,1
2037;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,2;14,9;-3,5;-13,2
2038;"078003";"Acri";"078";"Cosenza";5,4;16,6;-4,7;-15,9
2038;"078010";"Amantea";"078";"Cosenza";6,1;13;3,8;-3,1
2038;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7;15,4;-4,9;-13,2
2038;"078015";"Belvedere Marittimo";"078";"Cosenza";4,9;14,3;6,4;-3
2038;"078017";"Bisignano";"078";"Cosenza";7,1;13,7;-0,1;-6,7
2038;"079011";"Borgia";"079";"Catanzaro";5,9;14,2;-3,6;-11,9
2038;"079012";"Botricello";"079";"Catanzaro";6;13;-1,5;-8,5
2038;"080012";"Bovalino";"080";"Reggio di Calabria";8,9;12,5;1;-2,7
2038;"078025";"Cariati";"078";"Cosenza";6,7;16,1;-3,6;-13,1
2038;"078156";"Casali del Manco";"078";"Cosenza";6;14,8;-3,1;-11,9
2038;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;14,4;-2,1;-10
2038;"078031";"Castrolibero";"078";"Cosenza";5,4;15,4;-3,9;-13,9
2038;"078033";"Castrovillari";"078";"Cosenza";5,8;15,1;-0,3;-9,6
2038;"079023";"Catanzaro";"079";"Catanzaro";5,7;15,2;-3;-12,6
2038;"080025";"Caulonia";"080";"Reggio di Calabria";6,3;13,5;5,7;-1,5
2038;"078040";"Cetraro";"078";"Cosenza";5,2;15,6;2,4;-7,9
2038;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;18;-4,6;-16,8
2038;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,1;12,5;-3,3;-8,7
2038;"101008";"Cirò Marina";"101";"Crotone";7,5;13,2;-1,4;-7,1
2038;"080028";"Cittanova";"080";"Reggio di Calabria";7;13,4;-1,9;-8,4
2038;"078157";"Corigliano-Rossano";"078";"Cosenza";7;12;0,9;-4,1
2038;"078045";"Cosenza";"078";"Cosenza";5,9;14,5;1,8;-6,8
2038;"101009";"Cotronei";"101";"Crotone";7,6;13,9;1,9;-4,4
2038;"078047";"Crosia";"078";"Cosenza";7,1;10,9;4,2;0,5
