"Tassi generici del movimento anagrafico, anni 2022/2041, scenario mediano, per 1.000 abitanti"
"Anno";"Codice comune";"Comune";"Codice provincia";"Provincia";"Tasso di natalità";"Tasso di mortalità";"Tasso migratorio netto";"Tasso totale di crescita"
2026;"078003";"Acri";"078";"Cosenza";5,5;13,8;-5,1;-13,4
2026;"078010";"Amantea";"078";"Cosenza";6,6;11,2;4,5;-0,1
2026;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,4;13,4;-5,2;-11,2
2026;"078015";"Belvedere Marittimo";"078";"Cosenza";5;12,9;7,4;-0,5
2026;"078017";"Bisignano";"078";"Cosenza";7,3;12,3;0,3;-4,6
2026;"079011";"Borgia";"079";"Catanzaro";6,9;11,4;-4,5;-9
2026;"079012";"Botricello";"079";"Catanzaro";6,7;10,3;-1,5;-5,2
2026;"080012";"Bovalino";"080";"Reggio di Calabria";9,5;11,6;1,5;-0,6
2026;"078025";"Cariati";"078";"Cosenza";6,8;12,7;-3,9;-9,8
2026;"078156";"Casali del Manco";"078";"Cosenza";6,8;12,5;-4;-9,8
2026;"078029";"Cassano all'Ionio";"078";"Cosenza";7;12,5;-2,5;-7,9
2026;"078031";"Castrolibero";"078";"Cosenza";5,5;11,4;-4,8;-10,6
2026;"078033";"Castrovillari";"078";"Cosenza";6;12,6;-0,7;-7,3
2026;"079023";"Catanzaro";"079";"Catanzaro";6,2;12,4;-3,7;-9,9
2026;"080025";"Caulonia";"080";"Reggio di Calabria";7,2;13,1;6,9;0,9
2026;"078040";"Cetraro";"078";"Cosenza";5,2;13,6;2,5;-5,9
2026;"079029";"Chiaravalle Centrale";"079";"Catanzaro";6,4;15,1;-5,2;-13,9
2026;"080027";"Cinquefrondi";"080";"Reggio di Calabria";8;10,2;-3,3;-5,6
2026;"101008";"Cirò Marina";"101";"Crotone";8,2;10,8;-1,7;-4,3
2026;"080028";"Cittanova";"080";"Reggio di Calabria";7,8;11,8;-2,3;-6,3
2026;"078157";"Corigliano-Rossano";"078";"Cosenza";7,5;9,8;1,1;-1,2
2026;"078045";"Cosenza";"078";"Cosenza";6;13,5;2,5;-4,9
2026;"101009";"Cotronei";"101";"Crotone";7,7;13,3;2,4;-3,2
2026;"078047";"Crosia";"078";"Cosenza";7,5;9,2;5,8;4,1
2026;"101010";"Crotone";"101";"Crotone";6,9;10,3;-1,3;-4,7
2026;"079039";"Curinga";"079";"Catanzaro";7,1;11,1;0,6;-3,4
2026;"101012";"Cutro";"101";"Crotone";7,2;14,1;-7,1;-14
2026;"079042";"Davoli";"079";"Catanzaro";6;10,4;5,6;1,2
2026;"078048";"Diamante";"078";"Cosenza";5,3;13,6;2,1;-6,1
2026;"078058";"Fuscaldo";"078";"Cosenza";6,7;11,3;3,4;-1,1
2026;"080038";"Gioia Tauro";"080";"Reggio di Calabria";8,1;9,9;-0,7;-2,5
2026;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";8,2;10,4;4,7;2,5
2026;"079059";"Girifalco";"079";"Catanzaro";6,4;15,3;-1,8;-10,7
2026;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,5;7,5;4,8;7,8
2026;"079160";"Lamezia Terme";"079";"Catanzaro";7,2;10,6;-1,2;-4,6
2026;"080043";"Locri";"080";"Reggio di Calabria";6,9;11,9;0,5;-4,5
2026;"078070";"Luzzi";"078";"Cosenza";6,5;12,8;-1,9;-8,2
2026;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";7,1;11,6;-2,5;-7
2026;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,9;12,6;-2,6;-9,3
2026;"078079";"Mendicino";"078";"Cosenza";6,6;9,7;-1,7;-4,8
2026;"101015";"Mesoraca";"101";"Crotone";7,1;13,7;-9,8;-16,4
2026;"102021";"Mileto";"102";"Vibo Valentia";7,7;12,7;-2,1;-7,1
2026;"078081";"Montalto Uffugo";"078";"Cosenza";8,8;8,5;4;4,2
2026;"080053";"Montebello Jonico";"080";"Reggio di Calabria";6,3;13,8;0,3;-7,2
2026;"079081";"Montepaone";"079";"Catanzaro";7,1;8,9;10,3;8,6
2026;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5,5;14,4;-4,3;-13,2
2026;"102025";"Nicotera";"102";"Vibo Valentia";6,3;12,7;1,5;-4,9
2026;"080057";"Palmi";"080";"Reggio di Calabria";7,6;10,9;-2,7;-5,9
2026;"078091";"Paola";"078";"Cosenza";5,8;12,8;-2,6;-9,6
2026;"101017";"Petilia Policastro";"101";"Crotone";7,6;11,7;-4,1;-8,3
2026;"102027";"Pizzo";"102";"Vibo Valentia";5,6;11,2;2,6;-3,1
2026;"080061";"Polistena";"080";"Reggio di Calabria";7,3;10,3;-2,6;-5,6
2026;"078101";"Praia a Mare";"078";"Cosenza";5,4;12,6;0,4;-6,8
2026;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";6,2;12,5;-2,5;-8,7
2026;"078102";"Rende";"078";"Cosenza";6,8;9,4;9;6,4
2026;"080065";"Rizziconi";"080";"Reggio di Calabria";7,7;10,4;-1,6;-4,3
2026;"101019";"Rocca di Neto";"101";"Crotone";8,9;11,2;-3,9;-6,2
2026;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,8;14,4;-0,7;-9,4
2026;"078104";"Roggiano Gravina";"078";"Cosenza";6,7;12,8;1,1;-4,9
2026;"078105";"Rogliano";"078";"Cosenza";5,5;13;-2,9;-10,4
2026;"080069";"Rosarno";"080";"Reggio di Calabria";9,3;9,8;4,6;4,1
2026;"078119";"San Giovanni in Fiore";"078";"Cosenza";6,2;12,7;-6,1;-12,7
2026;"078122";"San Lucido";"078";"Cosenza";6,9;10,6;20,3;16,7
2026;"078123";"San Marco Argentano";"078";"Cosenza";5,8;12,3;7,9;1,5
2026;"078138";"Scalea";"078";"Cosenza";6,1;10,1;10,9;6,9
2026;"079127";"Sellia Marina";"079";"Catanzaro";7,9;9,6;4,6;2,9
2026;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,7;10,6;-5,4;-8,3
2026;"080088";"Siderno";"080";"Reggio di Calabria";7,4;10,1;0,9;-1,8
2026;"079137";"Soverato";"079";"Catanzaro";4,7;13,3;1;-7,6
2026;"078142";"Spezzano Albanese";"078";"Cosenza";7,1;13,9;-0,5;-7,3
2026;"101025";"Strongoli";"101";"Crotone";7,3;11,3;-2,1;-6
2026;"080093";"Taurianova";"080";"Reggio di Calabria";7,5;11;-3,3;-6,8
2026;"078149";"Tortora";"078";"Cosenza";5,6;10,3;1,5;-3,3
2026;"078150";"Trebisacce";"078";"Cosenza";6,3;12,9;3,6;-3
2026;"102044";"Tropea";"102";"Vibo Valentia";5,5;13,8;-3,1;-11,4
2026;"102047";"Vibo Valentia";"102";"Vibo Valentia";6,1;11,6;-4,6;-10,2
2026;"078154";"Villapiana";"078";"Cosenza";7,2;13,1;6,7;0,8
2026;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,8;12,4;-4;-10,6
2027;"078003";"Acri";"078";"Cosenza";5,4;14;-5,2;-13,8
2027;"078010";"Amantea";"078";"Cosenza";6,5;11,3;4,1;-0,7
2027;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,3;13,5;-5,5;-11,7
2027;"078015";"Belvedere Marittimo";"078";"Cosenza";5;13;6,9;-1,2
2027;"078017";"Bisignano";"078";"Cosenza";7,2;12,3;0;-5,1
2027;"079011";"Borgia";"079";"Catanzaro";6,7;11,6;-4,5;-9,3
2027;"079012";"Botricello";"079";"Catanzaro";6,5;10,5;-1,8;-5,8
2027;"080012";"Bovalino";"080";"Reggio di Calabria";9,3;11,6;1,3;-1
2027;"078025";"Cariati";"078";"Cosenza";6,7;12,9;-4,3;-10,5
2027;"078156";"Casali del Manco";"078";"Cosenza";6,6;12,6;-4,1;-10,1
2027;"078029";"Cassano all'Ionio";"078";"Cosenza";6,9;12,5;-2,8;-8,5
2027;"078031";"Castrolibero";"078";"Cosenza";5,4;11,7;-4,8;-11
2027;"078033";"Castrovillari";"078";"Cosenza";6;12,8;-0,9;-7,7
2027;"079023";"Catanzaro";"079";"Catanzaro";6,1;12,6;-3,7;-10,2
2027;"080025";"Caulonia";"080";"Reggio di Calabria";7,1;13,1;6,2;0,2
2027;"078040";"Cetraro";"078";"Cosenza";5,1;13,7;2,2;-6,4
2027;"079029";"Chiaravalle Centrale";"079";"Catanzaro";6,3;15,3;-5,4;-14,4
2027;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,9;10,3;-3,5;-6
2027;"101008";"Cirò Marina";"101";"Crotone";8;10,9;-1,8;-4,7
2027;"080028";"Cittanova";"080";"Reggio di Calabria";7,6;11,8;-2,5;-6,7
2027;"078157";"Corigliano-Rossano";"078";"Cosenza";7,4;10;0,8;-1,8
2027;"078045";"Cosenza";"078";"Cosenza";5,9;13,5;2,3;-5,3
2027;"101009";"Cotronei";"101";"Crotone";7,6;13,2;2,2;-3,5
2027;"078047";"Crosia";"078";"Cosenza";7,4;9,3;5,2;3,2
2027;"101010";"Crotone";"101";"Crotone";6,8;10,5;-1,6;-5,3
2027;"079039";"Curinga";"079";"Catanzaro";7,1;11,2;0,3;-3,8
2027;"101012";"Cutro";"101";"Crotone";7;14,3;-7,2;-14,5
2027;"079042";"Davoli";"079";"Catanzaro";5,9;10,6;5,2;0,5
2027;"078048";"Diamante";"078";"Cosenza";5,2;13,7;2;-6,5
2027;"078058";"Fuscaldo";"078";"Cosenza";6,6;11,4;2,7;-2,1
2027;"080038";"Gioia Tauro";"080";"Reggio di Calabria";8;10;-0,9;-2,9
2027;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";8;10,4;4,1;1,7
2027;"079059";"Girifalco";"079";"Catanzaro";6,2;15,3;-1,9;-11
2027;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,5;7,7;4,3;7,2
2027;"079160";"Lamezia Terme";"079";"Catanzaro";7,1;10,7;-1,5;-5,2
2027;"080043";"Locri";"080";"Reggio di Calabria";6,8;12,1;0,3;-5
2027;"078070";"Luzzi";"078";"Cosenza";6,3;12,9;-2,1;-8,6
2027;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,9;11,7;-2,6;-7,4
2027;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,8;12,7;-2,9;-9,8
2027;"078079";"Mendicino";"078";"Cosenza";6,5;10;-2;-5,5
2027;"101015";"Mesoraca";"101";"Crotone";6,9;13,7;-9,8;-16,7
2027;"102021";"Mileto";"102";"Vibo Valentia";7,6;12,7;-2,2;-7,3
2027;"078081";"Montalto Uffugo";"078";"Cosenza";8,5;8,6;3,4;3,2
2027;"080053";"Montebello Jonico";"080";"Reggio di Calabria";6,2;13,9;-0,1;-7,8
2027;"079081";"Montepaone";"079";"Catanzaro";7;9,1;9,5;7,4
2027;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5,4;14,6;-4,4;-13,6
2027;"102025";"Nicotera";"102";"Vibo Valentia";6,2;12,8;1,2;-5,4
2027;"080057";"Palmi";"080";"Reggio di Calabria";7,5;11,1;-2,7;-6,3
2027;"078091";"Paola";"078";"Cosenza";5,7;12,9;-2,8;-10
2027;"101017";"Petilia Policastro";"101";"Crotone";7,4;11,8;-4,2;-8,6
2027;"102027";"Pizzo";"102";"Vibo Valentia";5,5;11,4;2,2;-3,7
2027;"080061";"Polistena";"080";"Reggio di Calabria";7,2;10,4;-2,8;-6
2027;"078101";"Praia a Mare";"078";"Cosenza";5,3;12,9;0,3;-7,2
2027;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";6,1;12,6;-2,7;-9,2
2027;"078102";"Rende";"078";"Cosenza";6,6;9,6;8,3;5,3
2027;"080065";"Rizziconi";"080";"Reggio di Calabria";7,7;10,5;-1,8;-4,6
2027;"101019";"Rocca di Neto";"101";"Crotone";8,7;11,4;-4,2;-6,8
2027;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,7;14,5;-0,9;-9,7
2027;"078104";"Roggiano Gravina";"078";"Cosenza";6,6;12,8;0,6;-5,6
2027;"078105";"Rogliano";"078";"Cosenza";5,4;13,1;-3,2;-10,8
2027;"080069";"Rosarno";"080";"Reggio di Calabria";9,2;9,9;3,9;3,3
2027;"078119";"San Giovanni in Fiore";"078";"Cosenza";6,1;12,9;-6,2;-13,1
2027;"078122";"San Lucido";"078";"Cosenza";6,8;10,6;18,7;15
2027;"078123";"San Marco Argentano";"078";"Cosenza";5,7;12,2;6,6;0,1
2027;"078138";"Scalea";"078";"Cosenza";6;10,3;10,3;6
2027;"079127";"Sellia Marina";"079";"Catanzaro";7,7;9,7;4,1;2,1
2027;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,6;10,8;-5,4;-8,7
2027;"080088";"Siderno";"080";"Reggio di Calabria";7,3;10,2;0,7;-2,2
2027;"079137";"Soverato";"079";"Catanzaro";4,7;13,6;0,9;-8
2027;"078142";"Spezzano Albanese";"078";"Cosenza";7;14;-0,7;-7,7
2027;"101025";"Strongoli";"101";"Crotone";7,2;11,4;-2,2;-6,4
2027;"080093";"Taurianova";"080";"Reggio di Calabria";7,4;11,2;-3,3;-7,2
2027;"078149";"Tortora";"078";"Cosenza";5,5;10,6;1,4;-3,8
2027;"078150";"Trebisacce";"078";"Cosenza";6,3;13;3,2;-3,5
2027;"102044";"Tropea";"102";"Vibo Valentia";5,3;14;-3,2;-11,9
2027;"102047";"Vibo Valentia";"102";"Vibo Valentia";6;11,8;-4,7;-10,5
2027;"078154";"Villapiana";"078";"Cosenza";7,1;13,2;6,2;0,1
2027;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,7;12,6;-4,2;-11,1
2028;"078003";"Acri";"078";"Cosenza";5,4;14,2;-5,2;-14,1
2028;"078010";"Amantea";"078";"Cosenza";6,4;11,4;4;-1
2028;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,2;13,6;-5,5;-12
2028;"078015";"Belvedere Marittimo";"078";"Cosenza";4,9;13,1;6,6;-1,6
2028;"078017";"Bisignano";"078";"Cosenza";7,1;12,4;-0,1;-5,4
2028;"079011";"Borgia";"079";"Catanzaro";6,6;11,7;-4,5;-9,6
2028;"079012";"Botricello";"079";"Catanzaro";6,3;10,6;-1,8;-6,2
2028;"080012";"Bovalino";"080";"Reggio di Calabria";9,1;11,6;1,2;-1,4
2028;"078025";"Cariati";"078";"Cosenza";6,7;13,2;-4,4;-11
2028;"078156";"Casali del Manco";"078";"Cosenza";6,5;12,7;-4,1;-10,3
2028;"078029";"Cassano all'Ionio";"078";"Cosenza";6,7;12,6;-2,9;-8,8
2028;"078031";"Castrolibero";"078";"Cosenza";5,3;12;-4,7;-11,4
2028;"078033";"Castrovillari";"078";"Cosenza";5,9;12,9;-0,9;-8
2028;"079023";"Catanzaro";"079";"Catanzaro";6;12,8;-3,7;-10,5
2028;"080025";"Caulonia";"080";"Reggio di Calabria";7;13;5,9;-0,2
2028;"078040";"Cetraro";"078";"Cosenza";5;13,8;2;-6,7
2028;"079029";"Chiaravalle Centrale";"079";"Catanzaro";6,2;15,4;-5,4;-14,7
2028;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,7;10,5;-3,6;-6,4
2028;"101008";"Cirò Marina";"101";"Crotone";7,9;11,1;-1,8;-5,1
2028;"080028";"Cittanova";"080";"Reggio di Calabria";7,5;11,9;-2,5;-7
2028;"078157";"Corigliano-Rossano";"078";"Cosenza";7,2;10,1;0,7;-2,2
2028;"078045";"Cosenza";"078";"Cosenza";5,9;13,4;2,1;-5,5
2028;"101009";"Cotronei";"101";"Crotone";7,4;13,1;2,1;-3,6
2028;"078047";"Crosia";"078";"Cosenza";7,3;9,5;4,9;2,7
2028;"101010";"Crotone";"101";"Crotone";6,7;10,7;-1,7;-5,7
2028;"079039";"Curinga";"079";"Catanzaro";7;11,3;0,1;-4,1
2028;"101012";"Cutro";"101";"Crotone";6,9;14,6;-7,1;-14,8
2028;"079042";"Davoli";"079";"Catanzaro";5,8;10,8;4,9;-0,1
2028;"078048";"Diamante";"078";"Cosenza";5,1;13,9;2,1;-6,8
2028;"078058";"Fuscaldo";"078";"Cosenza";6,4;11,6;2,5;-2,7
2028;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,9;10,1;-1;-3,2
2028;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,9;10,4;3,8;1,3
2028;"079059";"Girifalco";"079";"Catanzaro";6,1;15,3;-1,9;-11,2
2028;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,5;7,8;4,1;6,7
2028;"079160";"Lamezia Terme";"079";"Catanzaro";6,9;10,9;-1,6;-5,6
2028;"080043";"Locri";"080";"Reggio di Calabria";6,7;12,2;0,2;-5,3
2028;"078070";"Luzzi";"078";"Cosenza";6,2;13;-2,1;-8,9
2028;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,7;11,9;-2,7;-7,8
2028;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,6;12,9;-2,9;-10,2
2028;"078079";"Mendicino";"078";"Cosenza";6,4;10,2;-2,1;-5,9
2028;"101015";"Mesoraca";"101";"Crotone";6,7;13,8;-9,9;-17
2028;"102021";"Mileto";"102";"Vibo Valentia";7,5;12,7;-2,2;-7,4
2028;"078081";"Montalto Uffugo";"078";"Cosenza";8,2;8,7;3,1;2,5
2028;"080053";"Montebello Jonico";"080";"Reggio di Calabria";6,1;14;-0,2;-8,1
2028;"079081";"Montepaone";"079";"Catanzaro";6,9;9,2;8,9;6,5
2028;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5,3;14,8;-4,3;-13,9
2028;"102025";"Nicotera";"102";"Vibo Valentia";6,1;12,9;1,1;-5,7
2028;"080057";"Palmi";"080";"Reggio di Calabria";7,3;11,2;-2,7;-6,6
2028;"078091";"Paola";"078";"Cosenza";5,5;13;-2,8;-10,3
2028;"101017";"Petilia Policastro";"101";"Crotone";7,3;11,9;-4,1;-8,8
2028;"102027";"Pizzo";"102";"Vibo Valentia";5,4;11,6;2,1;-4,2
2028;"080061";"Polistena";"080";"Reggio di Calabria";7;10,4;-2,8;-6,2
2028;"078101";"Praia a Mare";"078";"Cosenza";5,2;13,1;0,4;-7,5
2028;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";6;12,8;-2,7;-9,5
2028;"078102";"Rende";"078";"Cosenza";6,4;9,7;7,9;4,6
2028;"080065";"Rizziconi";"080";"Reggio di Calabria";7,6;10,6;-1,8;-4,8
2028;"101019";"Rocca di Neto";"101";"Crotone";8,6;11,5;-4,2;-7,2
2028;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,6;14,7;-0,9;-10
2028;"078104";"Roggiano Gravina";"078";"Cosenza";6,5;12,9;0,5;-5,9
2028;"078105";"Rogliano";"078";"Cosenza";5,4;13,2;-3,2;-11,1
2028;"080069";"Rosarno";"080";"Reggio di Calabria";9,2;9,9;3,6;2,9
2028;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,9;13,2;-6,2;-13,4
2028;"078122";"San Lucido";"078";"Cosenza";6,8;10,6;17,7;13,9
2028;"078123";"San Marco Argentano";"078";"Cosenza";5,6;12,2;5,9;-0,7
2028;"078138";"Scalea";"078";"Cosenza";5,8;10,4;10,1;5,5
2028;"079127";"Sellia Marina";"079";"Catanzaro";7,5;9,9;3,9;1,5
2028;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,4;11;-5,4;-9
2028;"080088";"Siderno";"080";"Reggio di Calabria";7,2;10,3;0,6;-2,5
2028;"079137";"Soverato";"079";"Catanzaro";4,6;13,8;0,9;-8,4
2028;"078142";"Spezzano Albanese";"078";"Cosenza";6,8;14;-0,8;-8
2028;"101025";"Strongoli";"101";"Crotone";7,1;11,6;-2,2;-6,8
2028;"080093";"Taurianova";"080";"Reggio di Calabria";7,2;11,3;-3,3;-7,4
2028;"078149";"Tortora";"078";"Cosenza";5,4;11;1,4;-4,2
2028;"078150";"Trebisacce";"078";"Cosenza";6,2;13,1;3,1;-3,8
2028;"102044";"Tropea";"102";"Vibo Valentia";5,2;14,2;-3,2;-12,2
2028;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;12;-4,6;-10,8
2028;"078154";"Villapiana";"078";"Cosenza";7;13,3;5,9;-0,3
2028;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,5;12,7;-4,2;-11,4
2029;"078003";"Acri";"078";"Cosenza";5,3;14,4;-5,3;-14,4
2029;"078010";"Amantea";"078";"Cosenza";6,4;11,5;3,8;-1,3
2029;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;13,8;-5,6;-12,3
2029;"078015";"Belvedere Marittimo";"078";"Cosenza";4,8;13,2;6,4;-2
2029;"078017";"Bisignano";"078";"Cosenza";7;12,4;-0,3;-5,7
2029;"079011";"Borgia";"079";"Catanzaro";6,5;11,9;-4,5;-9,9
2029;"079012";"Botricello";"079";"Catanzaro";6,1;10,8;-1,9;-6,6
2029;"080012";"Bovalino";"080";"Reggio di Calabria";8,9;11,6;1,1;-1,7
2029;"078025";"Cariati";"078";"Cosenza";6,6;13,5;-4,6;-11,5
2029;"078156";"Casali del Manco";"078";"Cosenza";6,4;12,8;-4,1;-10,5
2029;"078029";"Cassano all'Ionio";"078";"Cosenza";6,6;12,7;-2,9;-9,1
2029;"078031";"Castrolibero";"078";"Cosenza";5,2;12,4;-4,7;-11,8
2029;"078033";"Castrovillari";"078";"Cosenza";5,8;13,1;-1;-8,2
2029;"079023";"Catanzaro";"079";"Catanzaro";5,9;13;-3,7;-10,8
2029;"080025";"Caulonia";"080";"Reggio di Calabria";6,9;13;5,6;-0,5
2029;"078040";"Cetraro";"078";"Cosenza";4,9;13,9;1,9;-7,1
2029;"079029";"Chiaravalle Centrale";"079";"Catanzaro";6,1;15,6;-5,5;-15
2029;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,6;10,6;-3,7;-6,8
2029;"101008";"Cirò Marina";"101";"Crotone";7,7;11,3;-1,9;-5,4
2029;"080028";"Cittanova";"080";"Reggio di Calabria";7,3;12;-2,6;-7,3
2029;"078157";"Corigliano-Rossano";"078";"Cosenza";7,1;10,3;0,5;-2,6
2029;"078045";"Cosenza";"078";"Cosenza";5,8;13,5;2;-5,7
2029;"101009";"Cotronei";"101";"Crotone";7,3;13,1;1,9;-3,8
2029;"078047";"Crosia";"078";"Cosenza";7,2;9,6;4,6;2,1
2029;"101010";"Crotone";"101";"Crotone";6,6;10,9;-1,8;-6,1
2029;"079039";"Curinga";"079";"Catanzaro";7;11,4;0;-4,5
2029;"101012";"Cutro";"101";"Crotone";6,7;14,8;-7;-15,1
2029;"079042";"Davoli";"079";"Catanzaro";5,7;11;4,7;-0,6
2029;"078048";"Diamante";"078";"Cosenza";5;14;2,1;-7
2029;"078058";"Fuscaldo";"078";"Cosenza";6,3;11,7;2,2;-3,3
2029;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;10,3;-1;-3,5
2029;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;10,5;3,5;0,9
2029;"079059";"Girifalco";"079";"Catanzaro";5,9;15,4;-2;-11,4
2029;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,4;8;3,9;6,3
2029;"079160";"Lamezia Terme";"079";"Catanzaro";6,8;11;-1,8;-6
2029;"080043";"Locri";"080";"Reggio di Calabria";6,6;12,3;0,1;-5,6
2029;"078070";"Luzzi";"078";"Cosenza";6,1;13,1;-2,1;-9,1
2029;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,5;12;-2,7;-8,2
2029;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,5;13,1;-3;-10,5
2029;"078079";"Mendicino";"078";"Cosenza";6,3;10,4;-2,2;-6,3
2029;"101015";"Mesoraca";"101";"Crotone";6,5;13,8;-9,9;-17,2
2029;"102021";"Mileto";"102";"Vibo Valentia";7,4;12,7;-2,2;-7,5
2029;"078081";"Montalto Uffugo";"078";"Cosenza";7,9;8,8;2,8;1,9
2029;"080053";"Montebello Jonico";"080";"Reggio di Calabria";6;14,1;-0,3;-8,4
2029;"079081";"Montepaone";"079";"Catanzaro";6,7;9,4;8,3;5,7
2029;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5,2;15;-4,3;-14,1
2029;"102025";"Nicotera";"102";"Vibo Valentia";6;13,1;1;-6
2029;"080057";"Palmi";"080";"Reggio di Calabria";7,2;11,4;-2,7;-6,9
2029;"078091";"Paola";"078";"Cosenza";5,4;13,1;-2,8;-10,5
2029;"101017";"Petilia Policastro";"101";"Crotone";7,1;12;-4,1;-9
2029;"102027";"Pizzo";"102";"Vibo Valentia";5,3;11,8;1,9;-4,6
2029;"080061";"Polistena";"080";"Reggio di Calabria";6,9;10,5;-2,9;-6,5
2029;"078101";"Praia a Mare";"078";"Cosenza";5,2;13,4;0,4;-7,8
2029;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,9;12,9;-2,8;-9,8
2029;"078102";"Rende";"078";"Cosenza";6,3;9,9;7,5;3,8
2029;"080065";"Rizziconi";"080";"Reggio di Calabria";7,5;10,7;-1,8;-5
2029;"101019";"Rocca di Neto";"101";"Crotone";8,4;11,7;-4,3;-7,5
2029;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;14,8;-0,9;-10,2
2029;"078104";"Roggiano Gravina";"078";"Cosenza";6,5;13;0,3;-6,3
2029;"078105";"Rogliano";"078";"Cosenza";5,3;13,3;-3,3;-11,3
2029;"080069";"Rosarno";"080";"Reggio di Calabria";9,2;9,9;3,2;2,5
2029;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,8;13,4;-6,2;-13,7
2029;"078122";"San Lucido";"078";"Cosenza";6,7;10,6;16,8;12,9
2029;"078123";"San Marco Argentano";"078";"Cosenza";5,5;12,2;5,3;-1,4
2029;"078138";"Scalea";"078";"Cosenza";5,7;10,6;9,8;4,9
2029;"079127";"Sellia Marina";"079";"Catanzaro";7,4;10,1;3,6;0,9
2029;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,3;11,2;-5,4;-9,3
2029;"080088";"Siderno";"080";"Reggio di Calabria";7,1;10,5;0,5;-2,9
2029;"079137";"Soverato";"079";"Catanzaro";4,5;14,1;0,8;-8,8
2029;"078142";"Spezzano Albanese";"078";"Cosenza";6,7;14,1;-0,9;-8,3
2029;"101025";"Strongoli";"101";"Crotone";7;11,7;-2,3;-7
2029;"080093";"Taurianova";"080";"Reggio di Calabria";7,1;11,5;-3,3;-7,7
2029;"078149";"Tortora";"078";"Cosenza";5,3;11,2;1,4;-4,5
2029;"078150";"Trebisacce";"078";"Cosenza";6,1;13,2;3;-4,1
2029;"102044";"Tropea";"102";"Vibo Valentia";5;14,4;-3,2;-12,5
2029;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,8;12,3;-4,6;-11
2029;"078154";"Villapiana";"078";"Cosenza";7;13,3;5,7;-0,7
2029;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,4;12,9;-4,2;-11,8
2030;"078003";"Acri";"078";"Cosenza";5,3;14,6;-5,2;-14,5
2030;"078010";"Amantea";"078";"Cosenza";6,3;11,6;3,8;-1,5
2030;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;13,9;-5,5;-12,3
2030;"078015";"Belvedere Marittimo";"078";"Cosenza";4,8;13,2;6,4;-2,1
2030;"078017";"Bisignano";"078";"Cosenza";7;12,5;-0,2;-5,7
2030;"079011";"Borgia";"079";"Catanzaro";6,4;12,1;-4,4;-10,1
2030;"079012";"Botricello";"079";"Catanzaro";6;11;-1,9;-6,9
2030;"080012";"Bovalino";"080";"Reggio di Calabria";8,8;11,7;1,1;-1,8
