latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
45.4676,20.64856,346.67,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,311.45,25.65,D
45.47124,20.64706,343.02,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,311.45,82.9,D
45.46404,20.64822,338.43,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,300.16,36.82,D
45.46895,20.65292,335.57,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,301.29,8.24,D
45.46767,20.64673,352.89,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,312.47,36.82,D
45.47258,20.65142,336.09,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,300.39,34.07,D
45.46617,20.62044,336.96,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,300.02,4.27,D
45.49546,20.62855,335.72,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,299.13,6.69,D
45.4991,20.62705,331.15,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,298.03,3.73,D
47.32076,33.35668,345.44,0.41,0.45,2024-09-06,1104,N,nominal,2.0NRT,306.48,6.24,D
45.95494,22.88501,327.63,0.42,0.38,2024-09-06,1104,N,nominal,2.0NRT,301.81,1.48,D
45.5337,20.69993,344.97,0.49,0.41,2024-09-06,1104,N,nominal,2.0NRT,301.78,4.92,D
45.53732,20.69843,340.76,0.49,0.41,2024-09-06,1104,N,nominal,2.0NRT,303.69,4.84,D
45.54094,20.69694,340.75,0.49,0.41,2024-09-06,1104,N,nominal,2.0NRT,302.53,4.84,D
45.5318,20.61354,348.74,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,299.23,10.77,D
45.53053,20.60733,330.33,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,298.75,3.61,D
45.53543,20.61203,341.1,0.5,0.41,2024-09-06,1104,N,nominal,2.0NRT,298.48,9.59,D
45.56979,20.66497,332.75,0.49,0.41,2024-09-06,1104,N,nominal,2.0NRT,299.87,4.13,D
45.57341,20.66347,344.89,0.49,0.41,2024-09-06,1104,N,nominal,2.0NRT,302.13,4.13,D
45.59899,20.68608,338.95,0.49,0.4,2024-09-06,1104,N,nominal,2.0NRT,302.59,10.35,D
47.62705,34.57754,343.22,0.47,0.48,2024-09-06,1104,N,nominal,2.0NRT,308.17,9.19,D
46.36947,23.84874,346.32,0.4,0.37,2024-09-06,1104,N,nominal,2.0NRT,309.54,7.13,D
46.37277,23.84752,346.14,0.4,0.37,2024-09-06,1104,N,nominal,2.0NRT,302.25,7.13,D
46.47268,23.80925,330.68,0.4,0.37,2024-09-06,1104,N,low,2.0NRT,301.73,2.95,D
48.06235,33.60025,343.28,0.43,0.46,2024-09-06,1104,N,nominal,2.0NRT,307.66,3.36,D
46.61167,22.03989,342.65,0.43,0.38,2024-09-06,1104,N,nominal,2.0NRT,305.32,4.93,D
46.61509,22.03851,341.64,0.43,0.38,2024-09-06,1104,N,nominal,2.0NRT,304.49,4.93,D
46.6185,22.03715,348.14,0.43,0.38,2024-09-06,1104,N,nominal,2.0NRT,303.71,7.87,D
46.75567,22.16348,342.12,0.43,0.38,2024-09-06,1104,N,nominal,2.0NRT,306.78,11.14,D
46.85275,22.48528,353.56,0.42,0.38,2024-09-06,1104,N,nominal,2.0NRT,304.05,12.22,D
46.85176,22.47991,332.71,0.42,0.38,2024-09-06,1104,N,nominal,2.0NRT,299.48,2.69,D
46.85513,22.47859,332.67,0.42,0.38,2024-09-06,1104,N,nominal,2.0NRT,301.29,6.85,D
48.36788,33.9645,348.44,0.45,0.47,2024-09-06,1104,N,nominal,2.0NRT,303.37,5.5,D
48.53261,34.64591,337.82,0.49,0.48,2024-09-06,1104,N,nominal,2.0NRT,303.25,2.6,D
48.43901,32.31679,337.19,0.38,0.44,2024-09-06,1104,N,nominal,2.0NRT,304.45,2.91,D
48.15438,28.33212,330.95,0.42,0.38,2024-09-06,1104,N,low,2.0NRT,304.32,3.31,D
47.34172,22.77106,339.34,0.41,0.37,2024-09-06,1104,N,nominal,2.0NRT,304.23,3.47,D
47.34412,22.76449,335.46,0.41,0.37,2024-09-06,1104,N,nominal,2.0NRT,304.08,3.47,D
47.34506,22.7698,356.98,0.41,0.37,2024-09-06,1104,N,low,2.0NRT,302.82,3.47,D
47.3484,22.7685,340.41,0.41,0.37,2024-09-06,1104,N,nominal,2.0NRT,303.48,2.59,D
47.4995,23.30906,343.08,0.4,0.37,2024-09-06,1104,N,nominal,2.0NRT,301.42,4.05,D
47.5028,23.30782,342.42,0.4,0.37,2024-09-06,1104,N,nominal,2.0NRT,300.03,4.05,D
48.74333,30.98767,334.27,0.52,0.41,2024-09-06,1104,N,nominal,2.0NRT,302.25,2.92,D
48.44857,28.21712,336.22,0.42,0.38,2024-09-06,1104,N,nominal,2.0NRT,303.4,2.4,D
48.33287,27.11639,349.79,0.4,0.37,2024-09-06,1104,N,nominal,2.0NRT,306.19,9.57,D
48.26497,26.56835,335.11,0.39,0.36,2024-09-06,1104,N,nominal,2.0NRT,305.25,2.55,D
48.79346,30.81017,340.84,0.51,0.41,2024-09-06,1104,N,nominal,2.0NRT,301.21,6.81,D
49.05071,33.70876,342.45,0.45,0.47,2024-09-06,1104,N,nominal,2.0NRT,305.25,3.82,D
48.54211,28.41938,331.64,0.43,0.38,2024-09-06,1104,N,nominal,2.0NRT,302.56,2.71,D
48.69029,28.87441,340.56,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,306.9,7.65,D
48.69381,28.87343,341.63,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,304.73,7.65,D
49.21514,34.2703,345.19,0.47,0.48,2024-09-06,1106,N,nominal,2.0NRT,302.47,4.94,D
49.21468,34.26368,335.38,0.47,0.48,2024-09-06,1106,N,nominal,2.0NRT,302.05,4.94,D
48.93484,30.8415,336.29,0.51,0.41,2024-09-06,1106,N,nominal,2.0NRT,300.08,4.13,D
49.06054,30.57619,330.46,0.5,0.41,2024-09-06,1106,N,low,2.0NRT,302.49,4.88,D
48.89342,27.82729,333.13,0.42,0.37,2024-09-06,1106,N,nominal,2.0NRT,301.65,26.13,D
49.47537,33.54151,342.04,0.44,0.46,2024-09-06,1106,N,nominal,2.0NRT,305.09,10.22,D
49.47442,33.52895,336.7,0.44,0.46,2024-09-06,1106,N,nominal,2.0NRT,306.46,4.53,D
49.4792,33.53446,355.57,0.44,0.46,2024-09-06,1106,N,nominal,2.0NRT,308.77,10.22,D
48.99127,27.88532,335.18,0.42,0.38,2024-09-06,1106,N,nominal,2.0NRT,303.39,2.78,D
48.60526,25.06971,332.48,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,300.92,1.88,D
49.0966,28.30404,334.48,0.43,0.38,2024-09-06,1106,N,nominal,2.0NRT,298.12,2.51,D
48.33862,23.09432,329.79,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,298.17,1.57,D
49.00395,27.14196,332.53,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,300.57,4.57,D
48.43459,22.64082,345.89,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,302.76,5.24,D
48.43366,22.6355,333.36,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,301.41,5.24,D
48.4379,22.63952,347.03,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,299.57,5.24,D
48.43697,22.63419,336.4,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,301.65,5.24,D
47.34897,17.11403,340.89,0.42,0.45,2024-09-06,1106,N,nominal,2.0NRT,294.02,4.13,D
48.2872,21.43932,330.39,0.43,0.38,2024-09-06,1106,N,nominal,2.0NRT,301.27,2.39,D
49.86934,33.6723,333.49,0.45,0.47,2024-09-06,1106,N,nominal,2.0NRT,305.53,2.08,D
48.53622,22.51234,328.5,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,300.98,1.75,D
48.93353,24.67002,335.32,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,301.79,7.3,D
48.93759,24.67404,347.76,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,304.58,13.87,D
48.93679,24.66886,356.46,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,306.42,7.3,D
48.93599,24.66368,343.02,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,303.99,7.3,D
48.93926,24.66252,328.05,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,298.62,2.68,D
48.38835,21.2117,331.19,0.43,0.38,2024-09-06,1106,N,nominal,2.0NRT,298.24,2.08,D
49.03936,23.88629,331.34,0.39,0.36,2024-09-06,1106,N,nominal,2.0NRT,293.96,2.33,D
48.61116,21.1989,342.62,0.43,0.38,2024-09-06,1106,N,nominal,2.0NRT,301.44,5.26,D
48.60796,21.18189,334.51,0.43,0.38,2024-09-06,1106,N,nominal,2.0NRT,304.35,2.77,D
48.60689,21.17621,331.56,0.43,0.38,2024-09-06,1106,N,low,2.0NRT,303.23,2.77,D
50.28723,34.01826,341.69,0.47,0.48,2024-09-06,1106,N,nominal,2.0NRT,300.99,4.58,D
50.33429,33.39276,343.11,0.45,0.47,2024-09-06,1106,N,nominal,2.0NRT,304.8,19.89,D
50.35153,32.84687,337.52,0.42,0.46,2024-09-06,1106,N,nominal,2.0NRT,301.35,3.34,D
50.1582,30.30874,342.04,0.51,0.41,2024-09-06,1106,N,nominal,2.0NRT,300.85,3.37,D
50.31037,30.68844,336.93,0.52,0.42,2024-09-06,1106,N,nominal,2.0NRT,304.48,4.23,D
50.15777,28.49464,333.47,0.44,0.39,2024-09-06,1106,N,nominal,2.0NRT,300.85,6.22,D
50.1613,28.49366,333.16,0.44,0.39,2024-09-06,1106,N,nominal,2.0NRT,299.71,20.58,D
50.16058,28.48746,350.78,0.44,0.39,2024-09-06,1106,N,nominal,2.0NRT,309,20.58,D
50.20795,28.34559,333.25,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,300.88,3.35,D
50.21219,28.35078,333.29,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,300.41,6.89,D
50.21147,28.34459,332.72,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,301.97,3.35,D
50.21499,28.34361,344.24,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,301.5,13.35,D
50.21428,28.33744,353.68,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,306.22,13.35,D
50.2178,28.33645,346.48,0.44,0.38,2024-09-06,1106,N,nominal,2.0NRT,298.18,13.35,D
50.87793,34.6833,343.1,0.51,0.5,2024-09-06,1106,N,nominal,2.0NRT,302.26,4.49,D
49.74866,24.26239,346.74,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,304.05,12.68,D
49.75192,24.26119,337.48,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,299.83,4.14,D
50.87666,34.6832,345.59,0.51,0.5,2024-09-06,1106,N,nominal,2.0NRT,301.53,5.54,D
50.90955,34.53659,341.4,0.51,0.49,2024-09-06,1106,N,nominal,2.0NRT,304.89,3.92,D
50.12904,26.3456,343.43,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,303.24,5.33,D
49.85379,23.82256,332.44,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,301.89,3.13,D
51.0099,33.9646,341.9,0.48,0.48,2024-09-06,1106,N,nominal,2.0NRT,304.09,5.26,D
51.18532,34.75754,334.49,0.52,0.5,2024-09-06,1106,N,nominal,2.0NRT,300.23,2.83,D
51.19043,34.76455,345.66,0.52,0.5,2024-09-06,1106,N,nominal,2.0NRT,300.78,7.01,D
49.95266,23.4289,338.36,0.39,0.36,2024-09-06,1106,N,nominal,2.0NRT,300.09,3.8,D
49.95181,23.4236,341.04,0.39,0.36,2024-09-06,1106,N,nominal,2.0NRT,302.13,3.8,D
49.95419,23.42563,348.7,0.39,0.36,2024-09-06,1106,N,nominal,2.0NRT,300.04,6.24,D
49.95333,23.42033,331.94,0.39,0.36,2024-09-06,1106,N,nominal,2.0NRT,300.09,2.01,D
51.18795,34.7638,346.98,0.52,0.5,2024-09-06,1106,N,nominal,2.0NRT,302.36,5.99,D
51.18752,34.75611,330.47,0.52,0.5,2024-09-06,1106,N,nominal,2.0NRT,299.16,5.99,D
50.12345,24.39303,343.28,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,300.93,9.24,D
50.12671,24.39182,329.85,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,296.79,1.66,D
50.12247,23.96189,329.67,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,304.1,2.21,D
50.98394,30.61303,332.99,0.53,0.42,2024-09-06,1106,N,low,2.0NRT,305.4,5.22,D
50.23322,24.54889,332.2,0.38,0.36,2024-09-06,1106,N,nominal,2.0NRT,300.39,2.99,D
50.98462,30.61396,341.29,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,310.6,7.62,D
51.3307,34.60008,344.67,0.51,0.5,2024-09-06,1106,N,nominal,2.0NRT,304.06,7.68,D
51.33025,34.59256,345.04,0.51,0.5,2024-09-06,1106,N,nominal,2.0NRT,301.92,7.68,D
51.36376,34.76375,338.48,0.52,0.5,2024-09-06,1106,N,nominal,2.0NRT,300.65,3.96,D
51.35695,34.64962,335.35,0.52,0.5,2024-09-06,1106,N,nominal,2.0NRT,299.39,4.71,D
50.54469,26.25941,330.91,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,303.3,3.03,D
51.45839,34.99128,340.25,0.54,0.51,2024-09-06,1106,N,nominal,2.0NRT,300.31,4.48,D
51.3018,29.48531,346.84,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,308.21,0,D
50.9865,28.53278,328.3,0.45,0.39,2024-09-06,1106,N,nominal,2.0NRT,299.44,1.95,D
50.98935,28.52531,327.32,0.45,0.39,2024-09-06,1106,N,nominal,2.0NRT,295.72,1.85,D
51.52928,34.31945,341.62,0.5,0.49,2024-09-06,1106,N,nominal,2.0NRT,303.87,4.42,D
51.53384,34.31881,337.18,0.5,0.49,2024-09-06,1106,N,nominal,2.0NRT,303.68,4.42,D
51.25734,30.44734,340.77,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,298.26,8.22,D
51.25898,30.42367,345.86,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,302.35,15.94,D
51.26356,30.43031,331.75,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,298.9,6.46,D
51.26283,30.42275,327.33,0.53,0.42,2024-09-06,1106,N,low,2.0NRT,300.65,6.46,D
51.27893,30.42663,343.45,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,302.95,15.61,D
51.27819,30.41907,333.62,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,296.96,15.61,D
51.28277,30.4257,353.36,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,305.99,15.61,D
51.27946,30.42586,352.59,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,307.25,16.1,D
51.27875,30.41828,330.38,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,296.5,4.45,D
51.2833,30.42492,350.47,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,300.07,29.46,D
50.80501,26.0605,335.29,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,301.06,3.48,D
51.26564,29.95705,328.08,0.51,0.41,2024-09-06,1106,N,low,2.0NRT,298.77,3.72,D
51.26941,29.95612,349.47,0.51,0.41,2024-09-06,1106,N,nominal,2.0NRT,300.93,11.08,D
51.26869,29.94882,344.4,0.51,0.41,2024-09-06,1106,N,nominal,2.0NRT,298.89,6.31,D
50.82201,25.82659,328.01,0.4,0.37,2024-09-06,1106,N,nominal,2.0NRT,298.45,1.37,D
51.28252,29.5192,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,331.19,113.15,D
51.27957,29.49106,342.87,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,307.66,15.45,D
51.27884,29.48408,355.86,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,311.8,15.45,D
51.2781,29.47708,356.28,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,312.43,23.14,D
51.28178,29.51216,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,332.07,113.15,D
51.28549,29.5112,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,304.77,48.28,D
51.28032,29.46206,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,337.43,97.17,D
51.27959,29.45507,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,331.72,97.17,D
51.28696,29.52531,347.92,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,302.66,18.41,D
51.28622,29.51824,351.28,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,317.58,48.28,D
51.28327,29.49009,355.87,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,316.76,27.14,D
51.28254,29.48309,354.02,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,320.67,27.14,D
51.28106,29.46906,347.98,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,305.87,46.1,D
51.27885,29.44809,348.01,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,307.95,22.07,D
51.2818,29.47608,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,326.51,46.1,D
51.2855,29.47509,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,304.73,46.1,D
51.28476,29.46809,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,310.88,46.1,D
51.28329,29.4541,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,306.31,97.17,D
51.28698,29.48913,347.45,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,302.58,27.14,D
51.28624,29.4821,356.25,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,303.63,27.14,D
51.28255,29.44711,354.8,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,307.55,22.07,D
51.28181,29.44012,337.09,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,298.26,22.07,D
51.28846,29.46711,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,304.53,76.49,D
51.39356,30.50769,329.07,0.53,0.42,2024-09-06,1106,N,nominal,2.0NRT,301.32,3.51,D
51.29586,29.5375,336.95,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,298.67,7.94,D
51.29068,29.48816,337.13,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,301.7,49.03,D
51.28994,29.48113,348.33,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,303.14,49.03,D
51.2892,29.47411,356.2,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,303.11,76.49,D
51.28772,29.46012,356.14,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,318.04,402.81,D
51.28477,29.43216,338.93,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,300.08,20.72,D
51.28699,29.45313,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,339.12,402.81,D
51.28625,29.44614,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,331.97,280.17,D
51.28551,29.43914,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,326.47,280.17,D
51.29364,29.48017,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,346.88,49.03,D
51.2929,29.47314,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,349.61,76.49,D
51.28995,29.44517,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,369.49,280.17,D
51.29958,29.53654,344.45,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,302.02,7.94,D
51.29513,29.49426,354.88,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,308.93,31.07,D
51.29439,29.48721,355.45,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,314.46,49.03,D
51.28846,29.43119,339.63,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,300.64,20.72,D
51.29216,29.46614,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,332.24,76.49,D
51.29142,29.45914,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,374.58,402.81,D
51.29068,29.45215,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,374.89,402.81,D
51.2892,29.43817,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,374.88,280.17,D
51.29365,29.4442,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,353.71,184.84,D
51.30032,29.5074,351.19,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,304.05,23.53,D
51.29958,29.50035,345.82,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,303.51,69.27,D
51.2929,29.4372,336.19,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,303.77,184.84,D
51.29216,29.43021,343.3,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,295.64,30.6,D
51.2981,29.48626,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,379.72,0,D
51.29735,29.47921,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,379.38,0,D
51.2966,29.47217,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,379.72,0,D
51.29586,29.46517,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,379.38,0,D
51.29512,29.45817,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,379.72,0,D
51.29439,29.45119,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,379.38,0,D
51.29882,29.4572,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,339.16,0,D
51.30552,29.52051,352.17,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,308.71,34.79,D
51.30404,29.50643,355.45,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,308.47,23.53,D
51.30329,29.4994,349.25,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,299.02,69.27,D
51.30105,29.47825,339.12,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,307,0,D
51.30031,29.47121,345.89,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,304.8,0,D
51.29734,29.44322,352.5,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,296.96,184.84,D
51.2966,29.43622,347.46,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,294.14,184.84,D
51.29957,29.4642,357.2,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,300.49,0,D
51.29808,29.45021,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,341.3,0,D
51.29016,29.4744,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,304.29,186.84,D
51.28945,29.46738,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,307.87,285.96,D
51.28802,29.45338,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,350.42,0,D
51.28731,29.44638,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,357.12,0,D
51.2866,29.43937,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,347.7,289.81,D
51.29658,29.5379,332.4,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,299.18,10.34,D
51.29158,29.48848,337.96,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,301.65,44.73,D
51.29087,29.48143,354.53,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,302.99,186.84,D
51.28588,29.43238,338.22,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,300.68,289.81,D
51.28873,29.46038,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,334.96,285.96,D
51.29458,29.48047,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,367.92,186.84,D
51.30029,29.53693,337.04,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,300.74,10.34,D
51.29744,29.50871,338.12,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,302.13,9.79,D
51.29601,29.49459,351.77,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,314.15,44.73,D
51.2953,29.48752,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,337.99,44.73,D
51.29387,29.47343,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,383.92,186.84,D
51.29315,29.46641,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,360.65,285.96,D
51.29244,29.4594,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,384.99,285.96,D
51.29172,29.4524,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,384.62,0,D
51.29101,29.4454,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,372.24,0,D
51.29029,29.43839,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,384.62,289.81,D
51.29471,29.44443,367,0.49,0.4,2024-09-06,1106,N,high,2.0NRT,339.5,0,D
51.30115,29.50774,355.33,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,308.72,16.77,D
51.30043,29.50069,355.9,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,305.72,16.77,D
51.29972,29.49362,346.61,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,304.94,250.3,D
51.29399,29.43742,346.16,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,297.97,13.85,D
51.29328,29.43041,338.31,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,294.53,13.85,D
51.299,29.48657,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,373.17,250.3,D
51.29828,29.4795,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,385.46,0,D
51.29757,29.47245,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,385.07,0,D
51.29685,29.46543,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,354.39,0,D
51.29614,29.45843,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,385.07,0,D
51.29543,29.45143,367,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,378.36,0,D
51.30629,29.52087,347.35,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,305.96,42.5,D
51.30486,29.50676,347.35,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,299.25,16.77,D
51.30414,29.49972,336.13,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,296.58,16.77,D
51.3027,29.48561,347.62,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,297.52,250.3,D
51.30198,29.47854,356.12,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,298.08,0,D
51.29984,29.45745,350.44,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,301.73,0,D
51.2984,29.44344,354.43,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,291.26,0,D
51.29769,29.43642,351.45,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,290,13.85,D
51.30127,29.47149,357.31,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,297.02,0,D
51.30055,29.46446,357.32,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,296.65,0,D
51.29912,29.45045,301.19,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,310.09,0,D
51.30354,29.45647,347.91,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,293.64,12.83,D
51.30283,29.44946,357,0.49,0.4,2024-09-06,1106,N,low,2.0NRT,289.27,24.36,D
51.30724,29.45549,339.79,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,289.78,12.83,D
51.30652,29.44847,346.69,0.49,0.4,2024-09-06,1106,N,nominal,2.0NRT,286.33,24.36,D
51.73142,34.40185,347.8,0.51,0.49,2024-09-06,1106,N,nominal,2.0NRT,305.39,23.59,D
